;Kingdom;Phylum;Class;Order;Family;Genus
ASV_1;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Cenarchaeum
ASV_2;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Cenarchaeum
ASV_3;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_4;Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;NA;NA
ASV_5;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_6;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_7;Bacteria;SAR324 clade(Marine group B);NA;NA;NA;NA
ASV_8;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_9;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_10;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Cenarchaeum
ASV_11;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Thioglobaceae;SUP05 cluster
ASV_12;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_13;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
ASV_14;Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;NA;NA
ASV_15;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_16;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_17;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Cenarchaeum
ASV_18;Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;NA
ASV_19;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Thioglobaceae;IheB2-31
ASV_20;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_21;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_22;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_23;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Cenarchaeum
ASV_24;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_25;Bacteria;PAUC34f;NA;NA;NA;NA
ASV_26;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_27;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_28;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_29;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_30;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;NA;NA
ASV_31;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
ASV_32;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_33;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_34;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
ASV_35;Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;NA;NA
ASV_36;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_37;Bacteria;Acidobacteriota;Subgroup 11;NA;NA;NA
ASV_38;Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;NA;NA
ASV_39;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_40;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_41;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_42;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_43;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;NA
ASV_44;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_45;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_46;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_47;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;NA
ASV_48;Bacteria;NA;NA;NA;NA;NA
ASV_49;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_50;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fulvitalea
ASV_51;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_52;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_53;Bacteria;SAR324 clade(Marine group B);NA;NA;NA;NA
ASV_54;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;NA;NA
ASV_55;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_56;Bacteria;Proteobacteria;Gammaproteobacteria;JTB23;NA;NA
ASV_57;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;NA;NA
ASV_58;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_59;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_60;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
ASV_61;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
ASV_62;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_63;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_64;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_65;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA
ASV_66;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_67;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA
ASV_68;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_69;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_70;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_71;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
ASV_72;Bacteria;SAR324 clade(Marine group B);NA;NA;NA;NA
ASV_73;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_74;Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 9;NA;NA
ASV_75;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_76;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_77;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_78;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
ASV_79;Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 9;NA;NA
ASV_80;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_81;Bacteria;PAUC34f;NA;NA;NA;NA
ASV_82;Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;NA;NA
ASV_83;Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina
ASV_84;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
ASV_85;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;NA
ASV_86;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_87;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
ASV_88;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
ASV_89;Bacteria;Acidobacteriota;Subgroup 11;NA;NA;NA
ASV_90;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;NA
ASV_91;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_92;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;NA
ASV_93;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_94;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_95;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
ASV_96;Bacteria;Acidobacteriota;Subgroup 11;NA;NA;NA
ASV_97;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
ASV_98;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
ASV_99;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_100;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
ASV_101;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;EC94;NA
ASV_102;Bacteria;Chloroflexi;TK10;NA;NA;NA
ASV_103;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_104;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_105;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_106;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Cenarchaeum
ASV_107;Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;NA;NA
ASV_108;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_109;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_110;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_111;Bacteria;Chloroflexi;TK10;NA;NA;NA
ASV_112;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
ASV_113;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_114;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_115;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA
ASV_116;Bacteria;SAR324 clade(Marine group B);NA;NA;NA;NA
ASV_117;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;NA;NA
ASV_118;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
ASV_119;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;NA
ASV_120;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_121;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
ASV_122;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
ASV_123;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA
ASV_124;Bacteria;PAUC34f;NA;NA;NA;NA
ASV_125;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_126;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
ASV_127;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;NA
ASV_128;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_129;Bacteria;Acidobacteriota;Subgroup 21;NA;NA;NA
ASV_130;Archaea;Aenigmarchaeota;Aenigmarchaeia;Aenigmarchaeales;NA;NA
ASV_131;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
ASV_132;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_133;Bacteria;PAUC34f;NA;NA;NA;NA
ASV_134;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Cenarchaeum
ASV_135;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_136;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_137;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;NA
ASV_138;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
ASV_139;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_140;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_141;Bacteria;Acidobacteriota;Acidobacteriae;PAUC26f;NA;NA
ASV_142;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_143;Bacteria;Chloroflexi;TK10;NA;NA;NA
ASV_144;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
ASV_145;Bacteria;Acidobacteriota;Subgroup 11;NA;NA;NA
ASV_146;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_147;Bacteria;PAUC34f;NA;NA;NA;NA
ASV_148;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_149;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;JTB255 marine benthic group
ASV_150;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_151;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_152;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_153;Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;NA;NA
ASV_154;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
ASV_155;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_156;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_157;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_158;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_159;Bacteria;Acidobacteriota;Subgroup 11;NA;NA;NA
ASV_160;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;NA
ASV_161;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
ASV_162;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;JTB255 marine benthic group
ASV_163;Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;NA;NA
ASV_164;Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 13;NA;NA
ASV_165;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_166;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_167;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_168;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;NA
ASV_169;Bacteria;Nitrospinota;P9X2b3D02;NA;NA;NA
ASV_170;Bacteria;Acidobacteriota;Subgroup 21;NA;NA;NA
ASV_171;Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;NA;NA
ASV_172;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_173;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_174;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_175;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;NA;NA
ASV_176;Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Synechococcus CC9902
ASV_177;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
ASV_178;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA
ASV_179;Bacteria;Chloroflexi;TK10;NA;NA;NA
ASV_180;Bacteria;PAUC34f;NA;NA;NA;NA
ASV_181;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_182;Bacteria;Chloroflexi;TK10;NA;NA;NA
ASV_183;Bacteria;Chloroflexi;TK17;NA;NA;NA
ASV_184;Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;NA;NA
ASV_185;Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;NA;NA
ASV_186;Bacteria;Acidobacteriota;Acidobacteriae;PAUC26f;NA;NA
ASV_187;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_188;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_189;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;NA;NA
ASV_190;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_191;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_192;Bacteria;Chloroflexi;TK10;NA;NA;NA
ASV_193;Bacteria;Chloroflexi;TK10;NA;NA;NA
ASV_194;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_195;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Endothiovibrio
ASV_196;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_197;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;JTB255 marine benthic group
ASV_198;Bacteria;Acidobacteriota;Subgroup 21;NA;NA;NA
ASV_199;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_200;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Endozoicomonadaceae;Endozoicomonas
ASV_201;Bacteria;Acidobacteriota;Subgroup 11;NA;NA;NA
ASV_202;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
ASV_203;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;FS140-16B-02 marine group
ASV_204;Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 9;NA;NA
ASV_205;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA
ASV_206;Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 9;NA;NA
ASV_207;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_208;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA
ASV_209;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rubripirellula
ASV_210;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;NA
ASV_211;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
ASV_212;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_213;Bacteria;Chloroflexi;TK10;NA;NA;NA
ASV_214;Bacteria;Proteobacteria;Gammaproteobacteria;JTB23;NA;NA
ASV_215;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pseudoalteromonadaceae;Pseudoalteromonas
ASV_216;Bacteria;Proteobacteria;Gammaproteobacteria;EPR3968-O8a-Bc78;NA;NA
ASV_217;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;EC94;NA
ASV_218;Bacteria;Acidobacteriota;Acidobacteriae;PAUC26f;NA;NA
ASV_219;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_220;Bacteria;PAUC34f;NA;NA;NA;NA
ASV_221;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_222;Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia
ASV_223;Bacteria;Acidobacteriota;Acidobacteriae;PAUC26f;NA;NA
ASV_224;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_225;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
ASV_226;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
ASV_227;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;HIMB11
ASV_228;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_229;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
ASV_230;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_231;Bacteria;PAUC34f;NA;NA;NA;NA
ASV_232;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_233;Bacteria;PAUC34f;NA;NA;NA;NA
ASV_234;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
ASV_235;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
ASV_236;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;NA;NA
ASV_237;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
ASV_238;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_239;Bacteria;Acidobacteriota;Acidobacteriae;PAUC26f;NA;NA
ASV_240;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
ASV_241;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_242;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA
ASV_243;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA
ASV_244;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_245;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA
ASV_246;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;NA
ASV_247;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_248;Bacteria;Chloroflexi;TK10;NA;NA;NA
ASV_249;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_250;Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;NA
ASV_251;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
ASV_252;Bacteria;SAR324 clade(Marine group B);NA;NA;NA;NA
ASV_253;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;NA
ASV_254;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albidovulum
ASV_255;Bacteria;Chloroflexi;TK10;NA;NA;NA
ASV_256;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA
ASV_257;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_258;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_259;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_260;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_261;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_262;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
ASV_263;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_264;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pseudoalteromonadaceae;Pseudoalteromonas
ASV_265;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_266;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_267;Bacteria;PAUC34f;NA;NA;NA;NA
ASV_268;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
ASV_269;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_270;Bacteria;PAUC34f;NA;NA;NA;NA
ASV_271;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
ASV_272;Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;NA
ASV_273;Bacteria;Chloroflexi;TK10;NA;NA;NA
ASV_274;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_275;Bacteria;Acidobacteriota;Acidobacteriae;PAUC26f;NA;NA
ASV_276;Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 9;NA;NA
ASV_277;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;JTB255 marine benthic group
ASV_278;Bacteria;Chloroflexi;TK10;NA;NA;NA
ASV_279;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
ASV_280;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA
ASV_281;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;NA
ASV_282;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;NA
ASV_283;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;NA
ASV_284;Bacteria;AncK6;NA;NA;NA;NA
ASV_285;Bacteria;SAR324 clade(Marine group B);NA;NA;NA;NA
ASV_286;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;NA
ASV_287;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_288;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_289;Bacteria;PAUC34f;NA;NA;NA;NA
ASV_290;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA
ASV_291;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;NA
ASV_292;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;NA
ASV_293;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
ASV_294;Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 9;NA;NA
