;Final_name
ASV_2309;ASV_2309_Bacteroidota_Cryomorphaceae_NA
ASV_2310;ASV_2310_Firmicutes_Staphylococcaceae_Staphylococcus
ASV_2311;ASV_2311_Proteobacteria_Endozoicomonadaceae_Endozoicomonas
ASV_2312;ASV_2312_Proteobacteria_Rhizobiaceae_Hoeflea
ASV_2313;ASV_2313_Acidobacteriota_NA_NA
ASV_2314;ASV_2314_Proteobacteria_Mitochondria_NA
ASV_2315;ASV_2315_Verrucomicrobiota_Rubritaleaceae_Luteolibacter
ASV_2316;ASV_2316_Acidobacteriota_NA_NA
ASV_2317;ASV_2317_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_2318;ASV_2318_Proteobacteria_SAR116 clade_NA
ASV_2319;ASV_2319_NA_NA_NA
ASV_2320;ASV_2320_Proteobacteria_Morganellaceae_Candidatus Kleidoceria
ASV_2321;ASV_2321_Bacteroidota_Crocinitomicaceae_Fluviicola
ASV_2322;ASV_2322_Verrucomicrobiota_Rubritaleaceae_Rubritalea
ASV_2323;ASV_2323_Acidobacteriota_NA_NA
ASV_2324;ASV_2324_Poribacteria_NA_NA
ASV_2325;ASV_2325_Proteobacteria_Kiloniellaceae_NA
ASV_2326;ASV_2326_Proteobacteria_Mitochondria_NA
ASV_2327;ASV_2327_Proteobacteria_Clade II_NA
ASV_2328;ASV_2328_Proteobacteria_Rhodobacteraceae_Albidovulum
ASV_2329;ASV_2329_Acidobacteriota_NA_NA
ASV_2330;ASV_2330_Myxococcota_NA_NA
ASV_2331;ASV_2331_Proteobacteria_Oxalobacteraceae_Massilia
ASV_2332;ASV_2332_Planctomycetota_Phycisphaeraceae_FS140-16B-02 marine group
ASV_2333;ASV_2333_Proteobacteria_Mitochondria_NA
ASV_2334;ASV_2334_Bacteroidota_Flavobacteriaceae_Tenacibaculum
ASV_2335;ASV_2335_Proteobacteria_Arenicellaceae_Arenicella
ASV_2336;ASV_2336_Planctomycetota_Phycisphaeraceae_CL500-3
ASV_2337;ASV_2337_Gemmatimonadota_NA_NA
ASV_2338;ASV_2338_Myxococcota_NA_NA
ASV_2339;ASV_2339_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_2340;ASV_2340_Marinimicrobia (SAR406 clade)_NA_NA
ASV_2341;ASV_2341_Bdellovibrionota_Bacteriovoracaceae_NA
ASV_2342;ASV_2342_Chloroflexi_NA_NA
ASV_2343;ASV_2343_PAUC34f_NA_NA
ASV_2344;ASV_2344_Proteobacteria_Nitrosococcaceae_FS142-36B-02
ASV_2345;ASV_2345_Chloroflexi_NA_NA
ASV_2346;ASV_2346_Proteobacteria_NA_NA
ASV_2347;ASV_2347_Planctomycetota_Phycisphaeraceae_CL500-3
ASV_2348;ASV_2348_Chloroflexi_NA_NA
ASV_2349;ASV_2349_Actinobacteriota_NA_NA
ASV_2350;ASV_2350_Bacteroidota_Cyclobacteriaceae_NA
ASV_2351;ASV_2351_Gemmatimonadota_NA_NA
ASV_2352;ASV_2352_Proteobacteria_NA_NA
ASV_2353;ASV_2353_Proteobacteria_Clade I_Clade Ib
ASV_2354;ASV_2354_Proteobacteria_NA_NA
ASV_2355;ASV_2355_Proteobacteria_NA_NA
ASV_2356;ASV_2356_Chloroflexi_NA_NA
ASV_2357;ASV_2357_Planctomycetota_NA_NA
ASV_2358;ASV_2358_Bacteroidota_Saprospiraceae_Aureispira
ASV_2359;ASV_2359_Planctomycetota_NA_NA
ASV_2360;ASV_2360_Planctomycetota_NA_NA
ASV_2361;ASV_2361_Cyanobacteria_NA_NA
ASV_2362;ASV_2362_Gemmatimonadota_NA_NA
ASV_2363;ASV_2363_NA_NA_NA
ASV_2364;ASV_2364_Gemmatimonadota_NA_NA
ASV_2365;ASV_2365_NA_NA_NA
ASV_2366;ASV_2366_Proteobacteria_EC94_NA
ASV_2367;ASV_2367_Proteobacteria_Nitrosococcaceae_AqS1
ASV_2368;ASV_2368_Chloroflexi_NA_NA
ASV_2369;ASV_2369_Crenarchaeota_NA_NA
ASV_2370;ASV_2370_Proteobacteria_Rickettsiaceae_NA
ASV_2371;ASV_2371_Proteobacteria_Nitrosococcaceae_AqS1
ASV_2372;ASV_2372_Cyanobacteria_Cyanobacteriaceae_Symphothece PCC-7002
ASV_2373;ASV_2373_Cyanobacteria_Cyanobiaceae_Synechococcus CC9902
ASV_2374;ASV_2374_Planctomycetota_Phycisphaeraceae_FS140-16B-02 marine group
ASV_2375;ASV_2375_Proteobacteria_Endozoicomonadaceae_Endozoicomonas
ASV_2376;ASV_2376_NA_NA_NA
ASV_2377;ASV_2377_Proteobacteria_Mitochondria_NA
ASV_2378;ASV_2378_Gemmatimonadota_NA_NA
ASV_2379;ASV_2379_Chloroflexi_NA_NA
ASV_2380;ASV_2380_Proteobacteria_Thioglobaceae_IheB2-31
ASV_2381;ASV_2381_Proteobacteria_Sphingomonadaceae_Altererythrobacter
ASV_2382;ASV_2382_Crenarchaeota_Nitrosopumilaceae_Candidatus Nitrosopumilus
ASV_2383;ASV_2383_Proteobacteria_Sphingomonadaceae_Erythrobacter
ASV_2384;ASV_2384_NA_NA_NA
ASV_2385;ASV_2385_Nitrospinota_Nitrospinaceae_LS-NOB
ASV_2386;ASV_2386_Proteobacteria_NA_NA
ASV_2387;ASV_2387_Proteobacteria_NA_NA
ASV_2388;ASV_2388_Bacteroidota_Rhodothermaceae_NA
ASV_2389;ASV_2389_Bacteroidota_NS9 marine group_NA
ASV_2390;ASV_2390_Proteobacteria_Sneathiellaceae_NA
ASV_2391;ASV_2391_Proteobacteria_NA_NA
ASV_2392;ASV_2392_NA_NA_NA
ASV_2393;ASV_2393_Crenarchaeota_Nitrosopumilaceae_NA
ASV_2394;ASV_2394_Chloroflexi_NA_NA
ASV_2395;ASV_2395_Proteobacteria_Halieaceae_OM60(NOR5) clade
ASV_2396;ASV_2396_NA_NA_NA
ASV_2397;ASV_2397_Bacteroidota_Flavobacteriaceae_Psychroflexus
ASV_2398;ASV_2398_Proteobacteria_NA_NA
ASV_2399;ASV_2399_NB1-j_NA_NA
ASV_2400;ASV_2400_Proteobacteria_NA_NA
ASV_2401;ASV_2401_Chloroflexi_NA_NA
ASV_2402;ASV_2402_Proteobacteria_KI89A clade_NA
ASV_2403;ASV_2403_Bacteroidota_Rhodothermaceae_NA
ASV_2404;ASV_2404_Proteobacteria_KI89A clade_NA
ASV_2405;ASV_2405_Bacteroidota_Flavobacteriaceae_NA
ASV_2406;ASV_2406_Acidobacteriota_NA_NA
ASV_2407;ASV_2407_NA_NA_NA
ASV_2408;ASV_2408_Proteobacteria_SAR86 clade_NA
ASV_2409;ASV_2409_Spirochaetota_Leptospiraceae_NA
ASV_2410;ASV_2410_Proteobacteria_Rhodobacteraceae_NA
ASV_2411;ASV_2411_Acidobacteriota_NA_NA
ASV_2412;ASV_2412_Proteobacteria_NA_NA
ASV_2413;ASV_2413_Verrucomicrobiota_DEV007_NA
ASV_2414;ASV_2414_Proteobacteria_Spongiibacteraceae_BD1-7 clade
ASV_2415;ASV_2415_Cyanobacteria_NA_NA
ASV_2416;ASV_2416_NB1-j_NA_NA
ASV_2417;ASV_2417_Chloroflexi_NA_NA
ASV_2418;ASV_2418_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_2419;ASV_2419_Proteobacteria_Rhodobacteraceae_NA
ASV_2420;ASV_2420_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_2421;ASV_2421_Chloroflexi_NA_NA
ASV_2422;ASV_2422_Proteobacteria_Oxalobacteraceae_Massilia
ASV_2423;ASV_2423_Poribacteria_NA_NA
ASV_2424;ASV_2424_Myxococcota_NA_NA
ASV_2425;ASV_2425_Chloroflexi_NA_NA
ASV_2426;ASV_2426_NA_NA_NA
ASV_2427;ASV_2427_Bacteroidota_Flavobacteriaceae_Tenacibaculum
ASV_2428;ASV_2428_NA_NA_NA
ASV_2429;ASV_2429_Planctomycetota_Phycisphaeraceae_JL-ETNP-F27
ASV_2430;ASV_2430_Bacteroidota_Flavobacteriaceae_Actibacter
ASV_2431;ASV_2431_Proteobacteria_Rhizobiaceae_NA
ASV_2432;ASV_2432_Verrucomicrobiota_NA_NA
ASV_2433;ASV_2433_Chloroflexi_NA_NA
ASV_2434;ASV_2434_Actinobacteriota_67-14_NA
ASV_2435;ASV_2435_NA_NA_NA
ASV_2436;ASV_2436_Acidobacteriota_NA_NA
ASV_2437;ASV_2437_Acidobacteriota_NA_NA
ASV_2438;ASV_2438_Proteobacteria_OCS116 clade_NA
ASV_2439;ASV_2439_Crenarchaeota_Nitrosopumilaceae_NA
ASV_2440;ASV_2440_Chloroflexi_NA_NA
ASV_2441;ASV_2441_PAUC34f_NA_NA
ASV_2442;ASV_2442_Verrucomicrobiota_Puniceicoccaceae_Verruc-01
ASV_2443;ASV_2443_Acidobacteriota_NA_NA
ASV_2444;ASV_2444_Chloroflexi_NA_NA
ASV_2445;ASV_2445_NA_NA_NA
ASV_2446;ASV_2446_Proteobacteria_Vibrionaceae_Vibrio
ASV_2447;ASV_2447_NA_NA_NA
ASV_2448;ASV_2448_Acidobacteriota_Vicinamibacteraceae_NA
ASV_2449;ASV_2449_Gemmatimonadota_NA_NA
ASV_2450;ASV_2450_NA_NA_NA
ASV_2451;ASV_2451_Proteobacteria_Rhodobacteraceae_NA
ASV_2452;ASV_2452_Spirochaetota_Leptospiraceae_NA
ASV_2453;ASV_2453_Proteobacteria_NA_NA
ASV_2454;ASV_2454_Chloroflexi_NA_NA
ASV_2455;ASV_2455_Chloroflexi_NA_NA
ASV_2456;ASV_2456_Proteobacteria_NA_NA
ASV_2457;ASV_2457_Proteobacteria_NA_NA
ASV_2458;ASV_2458_Chloroflexi_NA_NA
ASV_2459;ASV_2459_Spirochaetota_Leptospiraceae_Turneriella
ASV_2460;ASV_2460_Crenarchaeota_Nitrosopumilaceae_Candidatus Nitrosopumilus
ASV_2461;ASV_2461_Proteobacteria_Endozoicomonadaceae_Endozoicomonas
ASV_2462;ASV_2462_Proteobacteria_Vibrionaceae_Vibrio
ASV_2463;ASV_2463_Bacteroidota_Flavobacteriaceae_Winogradskyella
ASV_2464;ASV_2464_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_2465;ASV_2465_NA_NA_NA
ASV_2466;ASV_2466_Poribacteria_NA_NA
ASV_2467;ASV_2467_Chloroflexi_NA_NA
ASV_2468;ASV_2468_NA_NA_NA
ASV_2469;ASV_2469_Planctomycetota_Pirellulaceae_Rhodopirellula
ASV_2470;ASV_2470_NA_NA_NA
ASV_2471;ASV_2471_Chloroflexi_NA_NA
ASV_2472;ASV_2472_Actinobacteriota_NA_NA
ASV_2473;ASV_2473_Proteobacteria_NA_NA
ASV_2474;ASV_2474_Chloroflexi_NA_NA
ASV_2475;ASV_2475_Acidobacteriota_NA_NA
ASV_2476;ASV_2476_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_2477;ASV_2477_Planctomycetota_Phycisphaeraceae_FS140-16B-02 marine group
ASV_2478;ASV_2478_Actinobacteriota_Dietziaceae_Dietzia
ASV_2479;ASV_2479_PAUC34f_NA_NA
ASV_2480;ASV_2480_Proteobacteria_KI89A clade_NA
ASV_2481;ASV_2481_Proteobacteria_NA_NA
ASV_2482;ASV_2482_Proteobacteria_Pseudoalteromonadaceae_Pseudoalteromonas
ASV_2483;ASV_2483_Verrucomicrobiota_Puniceicoccaceae_Coraliomargarita
ASV_2484;ASV_2484_Chloroflexi_NA_NA
ASV_2485;ASV_2485_Proteobacteria_KI89A clade_NA
ASV_2486;ASV_2486_SAR324 clade(Marine group B)_NA_NA
ASV_2487;ASV_2487_Chloroflexi_Caldilineaceae_NA
ASV_2488;ASV_2488_Planctomycetota_Phycisphaeraceae_FS140-16B-02 marine group
ASV_2489;ASV_2489_Myxococcota_NA_NA
ASV_2490;ASV_2490_NA_NA_NA
ASV_2491;ASV_2491_NA_NA_NA
ASV_2492;ASV_2492_Chloroflexi_NA_NA
ASV_2493;ASV_2493_Poribacteria_NA_NA
ASV_2494;ASV_2494_Planctomycetota_Gimesiaceae_NA
ASV_2495;ASV_2495_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_2496;ASV_2496_Verrucomicrobiota_Puniceicoccaceae_Verruc-01
ASV_2497;ASV_2497_Proteobacteria_EC94_NA
ASV_2498;ASV_2498_Bacteroidota_NS9 marine group_NA
ASV_2499;ASV_2499_Proteobacteria_NA_NA
ASV_2500;ASV_2500_Chloroflexi_NA_NA
ASV_2501;ASV_2501_Proteobacteria_NA_NA
ASV_2502;ASV_2502_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_2503;ASV_2503_Planctomycetota_Phycisphaeraceae_CL500-3
ASV_2504;ASV_2504_Proteobacteria_Mitochondria_NA
ASV_2505;ASV_2505_Chloroflexi_NA_NA
ASV_2506;ASV_2506_Bdellovibrionota_Bacteriovoracaceae_NA
ASV_2507;ASV_2507_Chloroflexi_NA_NA
ASV_2508;ASV_2508_NB1-j_NA_NA
ASV_2509;ASV_2509_Gemmatimonadota_NA_NA
ASV_2510;ASV_2510_Acidobacteriota_NA_NA
ASV_2511;ASV_2511_Proteobacteria_Thioglobaceae_SUP05 cluster
ASV_2512;ASV_2512_Bacteroidota_Crocinitomicaceae_Fluviicola
ASV_2513;ASV_2513_Verrucomicrobiota_NA_NA
ASV_2514;ASV_2514_Planctomycetota_NA_NA
ASV_2515;ASV_2515_Bacteroidota_Cyclobacteriaceae_Ekhidna
ASV_2516;ASV_2516_NA_NA_NA
ASV_2517;ASV_2517_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_2518;ASV_2518_Proteobacteria_KI89A clade_NA
ASV_2519;ASV_2519_Chloroflexi_A4b_NA
ASV_2520;ASV_2520_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_2521;ASV_2521_Bdellovibrionota_Bacteriovoracaceae_NA
ASV_2522;ASV_2522_NA_NA_NA
ASV_2523;ASV_2523_Bdellovibrionota_Bacteriovoracaceae_NA
ASV_2524;ASV_2524_Cyanobacteria_NA_NA
ASV_2525;ASV_2525_Verrucomicrobiota_NA_NA
ASV_2526;ASV_2526_Proteobacteria_Woeseiaceae_Woeseia
ASV_2527;ASV_2527_NA_NA_NA
ASV_2528;ASV_2528_Proteobacteria_Mitochondria_NA
ASV_2529;ASV_2529_Proteobacteria_Nitrosococcaceae_AqS1
ASV_2530;ASV_2530_Acidobacteriota_NA_NA
ASV_2531;ASV_2531_Planctomycetota_Phycisphaeraceae_NA
ASV_2532;ASV_2532_Chloroflexi_NA_NA
ASV_2533;ASV_2533_Verrucomicrobiota_Chlamydiaceae_NA
ASV_2534;ASV_2534_Proteobacteria_NA_NA
ASV_2535;ASV_2535_Proteobacteria_NA_NA
ASV_2536;ASV_2536_Acidobacteriota_NA_NA
ASV_2537;ASV_2537_Proteobacteria_NA_NA
ASV_2538;ASV_2538_Proteobacteria_Kiloniellaceae_NA
ASV_2539;ASV_2539_Proteobacteria_NA_NA
ASV_2540;ASV_2540_Gemmatimonadota_NA_NA
ASV_2541;ASV_2541_NA_NA_NA
ASV_2542;ASV_2542_Poribacteria_NA_NA
ASV_2543;ASV_2543_NA_NA_NA
ASV_2544;ASV_2544_Acidobacteriota_NA_NA
ASV_2545;ASV_2545_Planctomycetota_Pirellulaceae_NA
ASV_2546;ASV_2546_Planctomycetota_Phycisphaeraceae_FS140-16B-02 marine group
ASV_2547;ASV_2547_Proteobacteria_Spongiibacteraceae_BD1-7 clade
ASV_2548;ASV_2548_Schekmanbacteria_NA_NA
ASV_2549;ASV_2549_NB1-j_NA_NA
ASV_2550;ASV_2550_Verrucomicrobiota_Puniceicoccaceae_NA
ASV_2551;ASV_2551_Proteobacteria_Mitochondria_NA
ASV_2552;ASV_2552_Chloroflexi_NA_NA
ASV_2553;ASV_2553_Verrucomicrobiota_Kiritimatiellaceae_R76-B128
ASV_2554;ASV_2554_Bacteroidota_NS9 marine group_NA
ASV_2555;ASV_2555_Proteobacteria_Clade I_Clade Ib
ASV_2556;ASV_2556_Spirochaetota_Spirochaetaceae_Spirochaeta
ASV_2557;ASV_2557_Acidobacteriota_NA_NA
ASV_2558;ASV_2558_Firmicutes_NA_NA
ASV_2559;ASV_2559_Poribacteria_NA_NA
ASV_2560;ASV_2560_Chloroflexi_A4b_NA
ASV_2561;ASV_2561_Bacteroidota_Cyclobacteriaceae_Marinoscillum
ASV_2562;ASV_2562_Calditrichota_Calditrichaceae_SM23-31
ASV_2563;ASV_2563_Proteobacteria_Kiloniellaceae_NA
ASV_2564;ASV_2564_Proteobacteria_Mitochondria_NA
ASV_2565;ASV_2565_Proteobacteria_Mitochondria_NA
ASV_2566;ASV_2566_Proteobacteria_Mitochondria_NA
ASV_2567;ASV_2567_Proteobacteria_NA_NA
ASV_2568;ASV_2568_Bacteroidota_Crocinitomicaceae_Fluviicola
ASV_2569;ASV_2569_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_2570;ASV_2570_Patescibacteria_NA_NA
ASV_2571;ASV_2571_Chloroflexi_NA_NA
ASV_2572;ASV_2572_Acidobacteriota_NA_NA
ASV_2573;ASV_2573_Cyanobacteria_NA_NA
ASV_2574;ASV_2574_NA_NA_NA
ASV_2575;ASV_2575_Cyanobacteria_Cyanobiaceae_Synechococcus CC9902
ASV_2576;ASV_2576_Planctomycetota_Pirellulaceae_Blastopirellula
ASV_2577;ASV_2577_Proteobacteria_Hyphomicrobiaceae_NA
ASV_2578;ASV_2578_Proteobacteria_Mitochondria_NA
ASV_2579;ASV_2579_Chloroflexi_NA_NA
ASV_2580;ASV_2580_Proteobacteria_NA_NA
ASV_2581;ASV_2581_Proteobacteria_Woeseiaceae_JTB255 marine benthic group
ASV_2582;ASV_2582_Spirochaetota_Leptospiraceae_NA
ASV_2583;ASV_2583_Patescibacteria_NA_NA
ASV_2584;ASV_2584_Bacteroidota_Flavobacteriaceae_NS4 marine group
ASV_2585;ASV_2585_Planctomycetota_Pirellulaceae_NA
ASV_2586;ASV_2586_Proteobacteria_NA_NA
ASV_2587;ASV_2587_NA_NA_NA
ASV_2588;ASV_2588_Planctomycetota_Phycisphaeraceae_FS140-16B-02 marine group
ASV_2589;ASV_2589_Chloroflexi_NA_NA
ASV_2590;ASV_2590_Chloroflexi_NA_NA
ASV_2591;ASV_2591_Acidobacteriota_NA_NA
ASV_2592;ASV_2592_Proteobacteria_Pseudoalteromonadaceae_Algicola
ASV_2593;ASV_2593_Verrucomicrobiota_Lentisphaeraceae_Lentisphaera
ASV_2594;ASV_2594_Bacteroidota_NS9 marine group_NA
ASV_2595;ASV_2595_Planctomycetota_Rubinisphaeraceae_NA
ASV_2596;ASV_2596_Planctomycetota_Pirellulaceae_NA
ASV_2597;ASV_2597_Cyanobacteria_NA_NA
ASV_2598;ASV_2598_Crenarchaeota_Nitrosopumilaceae_Candidatus Nitrosopumilus
ASV_2599;ASV_2599_Proteobacteria_NA_NA
ASV_2600;ASV_2600_Chloroflexi_NA_NA
ASV_2601;ASV_2601_Proteobacteria_NA_NA
ASV_2602;ASV_2602_Proteobacteria_Piscirickettsiaceae_Candidatus Endoecteinascidia
ASV_2603;ASV_2603_Proteobacteria_NA_NA
ASV_2604;ASV_2604_Chloroflexi_NA_NA
ASV_2605;ASV_2605_Proteobacteria_Clade II_NA
ASV_2606;ASV_2606_Proteobacteria_KI89A clade_NA
ASV_2607;ASV_2607_Proteobacteria_KI89A clade_NA
ASV_2608;ASV_2608_Bacteroidota_Cyclobacteriaceae_NA
ASV_2609;ASV_2609_NA_NA_NA
ASV_2610;ASV_2610_Proteobacteria_Rhodobacteraceae_NA
ASV_2611;ASV_2611_Cyanobacteria_NA_NA
ASV_2612;ASV_2612_Bdellovibrionota_Oligoflexaceae_NA
ASV_2613;ASV_2613_Acidobacteriota_NA_NA
ASV_2614;ASV_2614_Proteobacteria_KI89A clade_NA
ASV_2615;ASV_2615_Gemmatimonadota_NA_NA
ASV_2616;ASV_2616_Proteobacteria_Mitochondria_NA
ASV_2617;ASV_2617_Bacteroidota_Rhodothermaceae_Rubrivirga
ASV_2618;ASV_2618_Proteobacteria_Pseudoalteromonadaceae_Pseudoalteromonas
ASV_2619;ASV_2619_Proteobacteria_Mitochondria_NA
ASV_2620;ASV_2620_Proteobacteria_Mitochondria_NA
ASV_2621;ASV_2621_Spirochaetota_Leptospiraceae_NA
ASV_2622;ASV_2622_Bdellovibrionota_Bacteriovoracaceae_NA
ASV_2623;ASV_2623_Proteobacteria_NA_NA
ASV_2624;ASV_2624_Chloroflexi_NA_NA
ASV_2625;ASV_2625_PAUC34f_NA_NA
ASV_2626;ASV_2626_NA_NA_NA
ASV_2627;ASV_2627_Proteobacteria_Nisaeaceae_OM75 clade
ASV_2628;ASV_2628_Poribacteria_NA_NA
ASV_2629;ASV_2629_Proteobacteria_Mitochondria_NA
ASV_2630;ASV_2630_Proteobacteria_NA_NA
ASV_2631;ASV_2631_Chloroflexi_A4b_NA
ASV_2632;ASV_2632_Proteobacteria_Mitochondria_NA
ASV_2633;ASV_2633_Planctomycetota_NA_NA
ASV_2634;ASV_2634_Verrucomicrobiota_Lentisphaeraceae_Lentisphaera
ASV_2635;ASV_2635_Verrucomicrobiota_Rubritaleaceae_Roseibacillus
ASV_2636;ASV_2636_Proteobacteria_Halieaceae_Halioglobus
ASV_2637;ASV_2637_Proteobacteria_Vibrionaceae_Photobacterium
ASV_2638;ASV_2638_Chloroflexi_NA_NA
ASV_2639;ASV_2639_Acidobacteriota_NA_NA
ASV_2640;ASV_2640_Crenarchaeota_Nitrosopumilaceae_NA
ASV_2641;ASV_2641_Chloroflexi_NA_NA
ASV_2642;ASV_2642_Nitrospirota_Nitrospiraceae_Nitrospira
ASV_2643;ASV_2643_Proteobacteria_Mitochondria_NA
ASV_2644;ASV_2644_Crenarchaeota_Nitrosopumilaceae_Candidatus Nitrosopumilus
ASV_2645;ASV_2645_Proteobacteria_Nitrosococcaceae_AqS1
ASV_2646;ASV_2646_Bdellovibrionota_Bacteriovoracaceae_NA
ASV_2647;ASV_2647_Proteobacteria_KI89A clade_NA
ASV_2648;ASV_2648_Proteobacteria_Nitrosococcaceae_AqS1
ASV_2649;ASV_2649_Chloroflexi_NA_NA
ASV_2650;ASV_2650_Bacteroidota_NS9 marine group_NA
ASV_2651;ASV_2651_Dependentiae_UBA12411_NA
ASV_2652;ASV_2652_Firmicutes_Carnobacteriaceae_Nostocoida
ASV_2653;ASV_2653_Planctomycetota_NA_NA
ASV_2654;ASV_2654_Planctomycetota_NA_NA
ASV_2655;ASV_2655_Proteobacteria_Rhodobacteraceae_NA
ASV_2656;ASV_2656_Cyanobacteria_NA_NA
ASV_2657;ASV_2657_Cyanobacteria_NA_NA
ASV_2658;ASV_2658_Dadabacteria_NA_NA
ASV_2659;ASV_2659_Proteobacteria_Rhizobiales Incertae Sedis_Anderseniella
ASV_2660;ASV_2660_Proteobacteria_Nitrosococcaceae_AqS1
ASV_2661;ASV_2661_SAR324 clade(Marine group B)_NA_NA
ASV_2662;ASV_2662_Proteobacteria_NA_NA
ASV_2663;ASV_2663_Proteobacteria_Pseudoalteromonadaceae_Pseudoalteromonas
ASV_2664;ASV_2664_Proteobacteria_Vibrionaceae_Thaumasiovibrio
ASV_2665;ASV_2665_Proteobacteria_NA_NA
ASV_2666;ASV_2666_Chloroflexi_NA_NA
ASV_2667;ASV_2667_Spirochaetota_Spirochaetaceae_NA
ASV_2668;ASV_2668_Proteobacteria_KI89A clade_NA
ASV_2669;ASV_2669_Chloroflexi_NA_NA
ASV_2670;ASV_2670_PAUC34f_NA_NA
ASV_2671;ASV_2671_Acidobacteriota_NA_NA
ASV_2672;ASV_2672_Proteobacteria_NA_NA
ASV_2673;ASV_2673_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_2674;ASV_2674_Proteobacteria_Cellvibrionaceae_NA
ASV_2675;ASV_2675_NA_NA_NA
ASV_2676;ASV_2676_Proteobacteria_Endozoicomonadaceae_Endozoicomonas
ASV_2677;ASV_2677_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_2678;ASV_2678_Proteobacteria_Endozoicomonadaceae_Endozoicomonas
ASV_2679;ASV_2679_Planctomycetota_NA_NA
ASV_2680;ASV_2680_NA_NA_NA
ASV_2681;ASV_2681_NA_NA_NA
ASV_2682;ASV_2682_Proteobacteria_Nitrosococcaceae_AqS1
ASV_2683;ASV_2683_Proteobacteria_Sneathiellaceae_NA
ASV_2684;ASV_2684_Chloroflexi_NA_NA
ASV_2685;ASV_2685_SAR324 clade(Marine group B)_NA_NA
ASV_2686;ASV_2686_Chloroflexi_NA_NA
ASV_2687;ASV_2687_Chloroflexi_NA_NA
ASV_2688;ASV_2688_Chloroflexi_NA_NA
ASV_2689;ASV_2689_Proteobacteria_Clade II_NA
ASV_2690;ASV_2690_Proteobacteria_Halieaceae_NA
ASV_2691;ASV_2691_Chloroflexi_NA_NA
ASV_2692;ASV_2692_Dadabacteria_NA_NA
ASV_2693;ASV_2693_NA_NA_NA
ASV_2694;ASV_2694_Proteobacteria_Nitrosococcaceae_AqS1
ASV_2695;ASV_2695_Proteobacteria_NA_NA
ASV_2696;ASV_2696_Verrucomicrobiota_Pedosphaeraceae_SCGC AAA164-E04
ASV_2697;ASV_2697_Acidobacteriota_NA_NA
ASV_2698;ASV_2698_Thermoplasmatota_NA_NA
ASV_2699;ASV_2699_NA_NA_NA
ASV_2700;ASV_2700_Proteobacteria_NA_NA
ASV_2701;ASV_2701_Proteobacteria_Shewanellaceae_Psychrobium
ASV_2702;ASV_2702_Proteobacteria_Magnetospiraceae_NA
ASV_2703;ASV_2703_Proteobacteria_Mitochondria_NA
ASV_2704;ASV_2704_Proteobacteria_Mitochondria_NA
ASV_2705;ASV_2705_Proteobacteria_Nitrosococcaceae_AqS1
ASV_2706;ASV_2706_Proteobacteria_Nitrosococcaceae_FS142-36B-02
ASV_2707;ASV_2707_Proteobacteria_Nitrosococcaceae_AqS1
ASV_2708;ASV_2708_Bacteroidota_Flavobacteriaceae_Aquibacter
ASV_2709;ASV_2709_Proteobacteria_Mitochondria_NA
ASV_2710;ASV_2710_Actinobacteriota_Micrococcaceae_Micrococcus
ASV_2711;ASV_2711_NB1-j_NA_NA
ASV_2712;ASV_2712_Actinobacteriota_Microtrichaceae_IMCC26207
ASV_2713;ASV_2713_Poribacteria_NA_NA
ASV_2714;ASV_2714_Chloroflexi_NA_NA
ASV_2715;ASV_2715_Gemmatimonadota_NA_NA
ASV_2716;ASV_2716_Proteobacteria_Mitochondria_NA
ASV_2717;ASV_2717_Verrucomicrobiota_Lentisphaeraceae_Lentisphaera
ASV_2718;ASV_2718_Bdellovibrionota_Bacteriovoracaceae_NA
ASV_2719;ASV_2719_Proteobacteria_Nitrosococcaceae_AqS1
ASV_2720;ASV_2720_Schekmanbacteria_NA_NA
ASV_2721;ASV_2721_Bacteroidota_Rhodothermaceae_NA
ASV_2722;ASV_2722_NB1-j_NA_NA
ASV_2723;ASV_2723_Proteobacteria_NA_NA
ASV_2724;ASV_2724_NA_NA_NA
ASV_2725;ASV_2725_Chloroflexi_NA_NA
ASV_2726;ASV_2726_NA_NA_NA
ASV_2727;ASV_2727_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_2728;ASV_2728_Proteobacteria_Mitochondria_NA
ASV_2729;ASV_2729_Proteobacteria_Saccharospirillaceae_Thalassolituus
ASV_2730;ASV_2730_Aenigmarchaeota_NA_NA
ASV_2731;ASV_2731_Proteobacteria_Pseudohongiellaceae_Pseudohongiella
ASV_2732;ASV_2732_NA_NA_NA
ASV_2733;ASV_2733_Proteobacteria_NA_NA
