;Final_name
ASV_11854;ASV_11854_Proteobacteria_Mitochondria_NA
ASV_11855;ASV_11855_Proteobacteria_Mitochondria_NA
ASV_11856;ASV_11856_NA_NA_NA
ASV_11857;ASV_11857_Planctomycetota_NA_NA
ASV_11858;ASV_11858_NA_NA_NA
ASV_11859;ASV_11859_Proteobacteria_Mitochondria_NA
ASV_11860;ASV_11860_NA_NA_NA
ASV_11861;ASV_11861_Bacteroidota_Amoebophilaceae_NA
ASV_11862;ASV_11862_Proteobacteria_Mitochondria_NA
ASV_11863;ASV_11863_Proteobacteria_Kordiimonadaceae_Kordiimonas
ASV_11864;ASV_11864_Proteobacteria_Mitochondria_NA
ASV_11865;ASV_11865_NB1-j_NA_NA
ASV_11866;ASV_11866_Planctomycetota_NA_NA
ASV_11867;ASV_11867_Bacteroidota_Cryomorphaceae_Vicingus
ASV_11868;ASV_11868_Proteobacteria_Mitochondria_NA
ASV_11869;ASV_11869_NA_NA_NA
ASV_11870;ASV_11870_Proteobacteria_Cellvibrionaceae_NA
ASV_11871;ASV_11871_NA_NA_NA
ASV_11872;ASV_11872_Chloroflexi_NA_NA
ASV_11873;ASV_11873_Verrucomicrobiota_Puniceicoccaceae_Cerasicoccus
ASV_11874;ASV_11874_NA_NA_NA
ASV_11875;ASV_11875_NA_NA_NA
ASV_11876;ASV_11876_Proteobacteria_Mitochondria_NA
ASV_11877;ASV_11877_Dadabacteria_NA_NA
ASV_11878;ASV_11878_NA_NA_NA
ASV_11879;ASV_11879_Chloroflexi_NA_NA
ASV_11880;ASV_11880_Bacteroidota_Cryomorphaceae_NA
ASV_11881;ASV_11881_NA_NA_NA
ASV_11882;ASV_11882_Proteobacteria_Mitochondria_NA
ASV_11883;ASV_11883_NA_NA_NA
ASV_11884;ASV_11884_Proteobacteria_Rhizobiaceae_Roseitalea
ASV_11885;ASV_11885_NA_NA_NA
ASV_11886;ASV_11886_Verrucomicrobiota_Kiritimatiellaceae_R76-B128
ASV_11887;ASV_11887_NA_NA_NA
ASV_11888;ASV_11888_NA_NA_NA
ASV_11889;ASV_11889_NA_NA_NA
ASV_11890;ASV_11890_Proteobacteria_Mitochondria_NA
ASV_11891;ASV_11891_Proteobacteria_NA_NA
ASV_11892;ASV_11892_Myxococcota_Haliangiaceae_Haliangium
ASV_11893;ASV_11893_Bacteroidota_Cryomorphaceae_Luteibaculum
ASV_11894;ASV_11894_Proteobacteria_Kiloniellaceae_NA
ASV_11895;ASV_11895_Bacteroidota_Flammeovirgaceae_NA
ASV_11896;ASV_11896_Bdellovibrionota_Bacteriovoracaceae_NA
ASV_11897;ASV_11897_Proteobacteria_Mitochondria_NA
ASV_11898;ASV_11898_Verrucomicrobiota_NA_NA
ASV_11899;ASV_11899_NA_NA_NA
ASV_11900;ASV_11900_Proteobacteria_Mitochondria_NA
ASV_11901;ASV_11901_Verrucomicrobiota_DEV007_NA
ASV_11902;ASV_11902_NA_NA_NA
ASV_11903;ASV_11903_Proteobacteria_Mitochondria_NA
ASV_11904;ASV_11904_Proteobacteria_NA_NA
ASV_11905;ASV_11905_NA_NA_NA
ASV_11906;ASV_11906_Hydrogenedentes_Hydrogenedensaceae_NA
ASV_11907;ASV_11907_Verrucomicrobiota_cvE6_NA
ASV_11908;ASV_11908_Bdellovibrionota_Oligoflexaceae_NA
ASV_11909;ASV_11909_NA_NA_NA
ASV_11910;ASV_11910_Firmicutes_Clostridiaceae_Oceanirhabdus
ASV_11911;ASV_11911_NA_NA_NA
ASV_11912;ASV_11912_Proteobacteria_NA_NA
ASV_11913;ASV_11913_Chloroflexi_Anaerolineaceae_NA
ASV_11914;ASV_11914_Bacteroidota_Marinifilaceae_Odoribacter
ASV_11915;ASV_11915_Planctomycetota_Rubinisphaeraceae_NA
ASV_11916;ASV_11916_NA_NA_NA
ASV_11917;ASV_11917_NA_NA_NA
ASV_11918;ASV_11918_Proteobacteria_Mitochondria_NA
ASV_11919;ASV_11919_Latescibacterota_NA_NA
ASV_11920;ASV_11920_Proteobacteria_Woeseiaceae_Woeseia
ASV_11921;ASV_11921_Proteobacteria_Mitochondria_NA
ASV_11922;ASV_11922_Bacteroidota_vadinHA21_NA
ASV_11923;ASV_11923_NA_NA_NA
ASV_11924;ASV_11924_Proteobacteria_NA_NA
ASV_11925;ASV_11925_Cyanobacteria_NA_NA
ASV_11926;ASV_11926_NA_NA_NA
ASV_11927;ASV_11927_Proteobacteria_Coxiellaceae_Coxiella
ASV_11928;ASV_11928_Verrucomicrobiota_Puniceicoccaceae_Puniceicoccus
ASV_11929;ASV_11929_SAR324 clade(Marine group B)_NA_NA
ASV_11930;ASV_11930_Actinobacteriota_NA_NA
ASV_11931;ASV_11931_Hydrogenedentes_Hydrogenedensaceae_NA
ASV_11932;ASV_11932_Proteobacteria_NA_NA
ASV_11933;ASV_11933_Proteobacteria_Coxiellaceae_Coxiella
ASV_11934;ASV_11934_Cyanobacteria_NA_NA
ASV_11935;ASV_11935_Myxococcota_Myxococcaceae_P3OB-42
ASV_11936;ASV_11936_Proteobacteria_NA_NA
ASV_11937;ASV_11937_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_11938;ASV_11938_NA_NA_NA
ASV_11939;ASV_11939_NA_NA_NA
ASV_11940;ASV_11940_NA_NA_NA
ASV_11941;ASV_11941_NA_NA_NA
ASV_11942;ASV_11942_NA_NA_NA
ASV_11943;ASV_11943_Proteobacteria_NA_NA
ASV_11944;ASV_11944_Bdellovibrionota_Bdellovibrionaceae_OM27 clade
ASV_11945;ASV_11945_NA_NA_NA
ASV_11946;ASV_11946_NA_NA_NA
ASV_11947;ASV_11947_NA_NA_NA
ASV_11948;ASV_11948_Crenarchaeota_Nitrosopumilaceae_Cenarchaeum
ASV_11949;ASV_11949_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_11950;ASV_11950_NA_NA_NA
ASV_11951;ASV_11951_NA_NA_NA
ASV_11952;ASV_11952_NA_NA_NA
ASV_11953;ASV_11953_Chloroflexi_NA_NA
ASV_11954;ASV_11954_Proteobacteria_NA_NA
ASV_11955;ASV_11955_NA_NA_NA
ASV_11956;ASV_11956_Proteobacteria_Mitochondria_NA
ASV_11957;ASV_11957_NA_NA_NA
ASV_11958;ASV_11958_NA_NA_NA
ASV_11959;ASV_11959_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_11960;ASV_11960_NA_NA_NA
ASV_11961;ASV_11961_Proteobacteria_Mitochondria_NA
ASV_11962;ASV_11962_NA_NA_NA
ASV_11963;ASV_11963_NA_NA_NA
ASV_11964;ASV_11964_Proteobacteria_NA_NA
ASV_11965;ASV_11965_NA_NA_NA
ASV_11966;ASV_11966_NA_NA_NA
ASV_11967;ASV_11967_Chloroflexi_NA_NA
ASV_11968;ASV_11968_Proteobacteria_Mitochondria_NA
ASV_11969;ASV_11969_Firmicutes_Lachnospiraceae_Agathobacter
ASV_11970;ASV_11970_Proteobacteria_Rickettsiaceae_NA
ASV_11971;ASV_11971_NA_NA_NA
ASV_11972;ASV_11972_NA_NA_NA
ASV_11973;ASV_11973_Myxococcota_Myxococcaceae_P3OB-42
ASV_11974;ASV_11974_Acidobacteriota_Thermoanaerobaculaceae_Subgroup 10
ASV_11975;ASV_11975_Proteobacteria_Mitochondria_NA
ASV_11976;ASV_11976_Cyanobacteria_Microcystaceae_Merismopedia 0BB39S01
ASV_11977;ASV_11977_Proteobacteria_Mitochondria_NA
ASV_11978;ASV_11978_Acidobacteriota_NA_NA
ASV_11979;ASV_11979_Bacteroidota_Paludibacteraceae_NA
ASV_11980;ASV_11980_Bacteroidota_Saprospiraceae_NA
ASV_11981;ASV_11981_Cyanobacteria_NA_NA
ASV_11982;ASV_11982_Proteobacteria_Beggiatoaceae_Candidatus Thiophysa
ASV_11983;ASV_11983_NA_NA_NA
ASV_11984;ASV_11984_Proteobacteria_Marinomonadaceae_Marinomonas
ASV_11985;ASV_11985_Cyanobacteria_NA_NA
ASV_11986;ASV_11986_NA_NA_NA
ASV_11987;ASV_11987_Proteobacteria_NA_NA
ASV_11988;ASV_11988_NA_NA_NA
ASV_11989;ASV_11989_Proteobacteria_NA_NA
ASV_11990;ASV_11990_Proteobacteria_Mitochondria_NA
ASV_11991;ASV_11991_Proteobacteria_Mitochondria_NA
ASV_11992;ASV_11992_NA_NA_NA
ASV_11993;ASV_11993_Planctomycetota_NA_NA
ASV_11994;ASV_11994_Bacteroidota_Cryomorphaceae_NA
ASV_11995;ASV_11995_NA_NA_NA
ASV_11996;ASV_11996_Proteobacteria_NA_NA
ASV_11997;ASV_11997_Proteobacteria_Mitochondria_NA
ASV_11998;ASV_11998_Chloroflexi_NA_NA
ASV_11999;ASV_11999_Marinimicrobia (SAR406 clade)_NA_NA
ASV_12000;ASV_12000_Proteobacteria_Mitochondria_NA
ASV_12001;ASV_12001_NA_NA_NA
ASV_12002;ASV_12002_NA_NA_NA
ASV_12003;ASV_12003_Proteobacteria_Mitochondria_NA
ASV_12004;ASV_12004_NA_NA_NA
ASV_12005;ASV_12005_Proteobacteria_Mitochondria_NA
ASV_12006;ASV_12006_Proteobacteria_NA_NA
ASV_12007;ASV_12007_Cyanobacteria_NA_NA
ASV_12008;ASV_12008_Proteobacteria_Litoricolaceae_Litoricola
ASV_12009;ASV_12009_Proteobacteria_Mitochondria_NA
ASV_12010;ASV_12010_Verrucomicrobiota_Puniceicoccaceae_Cerasicoccus
ASV_12011;ASV_12011_NA_NA_NA
ASV_12012;ASV_12012_Bdellovibrionota_Bdellovibrionaceae_OM27 clade
ASV_12013;ASV_12013_Proteobacteria_Mitochondria_NA
ASV_12014;ASV_12014_NA_NA_NA
ASV_12015;ASV_12015_NA_NA_NA
ASV_12016;ASV_12016_Proteobacteria_NA_NA
ASV_12017;ASV_12017_NA_NA_NA
ASV_12018;ASV_12018_Proteobacteria_NA_NA
ASV_12019;ASV_12019_Chloroflexi_NA_NA
ASV_12020;ASV_12020_Margulisbacteria_NA_NA
ASV_12021;ASV_12021_NA_NA_NA
ASV_12022;ASV_12022_Proteobacteria_Mitochondria_NA
ASV_12023;ASV_12023_NA_NA_NA
ASV_12024;ASV_12024_Proteobacteria_Thiotrichaceae_NA
ASV_12025;ASV_12025_Proteobacteria_Mitochondria_NA
ASV_12026;ASV_12026_Proteobacteria_Coxiellaceae_Coxiella
ASV_12027;ASV_12027_NA_NA_NA
ASV_12028;ASV_12028_Proteobacteria_Mitochondria_NA
ASV_12029;ASV_12029_Planctomycetota_NA_NA
ASV_12030;ASV_12030_Proteobacteria_NA_NA
ASV_12031;ASV_12031_Proteobacteria_Mitochondria_NA
ASV_12032;ASV_12032_Patescibacteria_NA_NA
ASV_12033;ASV_12033_Proteobacteria_NA_NA
ASV_12034;ASV_12034_Proteobacteria_Mitochondria_NA
ASV_12035;ASV_12035_NA_NA_NA
ASV_12036;ASV_12036_Proteobacteria_Nitrincolaceae_NA
ASV_12037;ASV_12037_Planctomycetota_NA_NA
ASV_12038;ASV_12038_Proteobacteria_NA_NA
ASV_12039;ASV_12039_Latescibacterota_NA_NA
ASV_12040;ASV_12040_Planctomycetota_NA_NA
ASV_12041;ASV_12041_Bdellovibrionota_Bdellovibrionaceae_OM27 clade
ASV_12042;ASV_12042_Proteobacteria_NA_NA
ASV_12043;ASV_12043_Proteobacteria_NA_NA
ASV_12044;ASV_12044_Myxococcota_NA_NA
ASV_12045;ASV_12045_Chloroflexi_NA_NA
ASV_12046;ASV_12046_Elusimicrobiota_NA_NA
ASV_12047;ASV_12047_Planctomycetota_Rubinisphaeraceae_NA
ASV_12048;ASV_12048_Proteobacteria_Rhodobacteraceae_Boseongicola
ASV_12049;ASV_12049_Proteobacteria_NA_NA
ASV_12050;ASV_12050_Verrucomicrobiota_Rubritaleaceae_Rubritalea
ASV_12051;ASV_12051_Proteobacteria_Mitochondria_NA
ASV_12052;ASV_12052_Patescibacteria_NA_NA
ASV_12053;ASV_12053_Bacteroidota_Saprospiraceae_Lewinella
ASV_12054;ASV_12054_NA_NA_NA
ASV_12055;ASV_12055_Verrucomicrobiota_NA_NA
ASV_12056;ASV_12056_Proteobacteria_Coxiellaceae_Coxiella
ASV_12057;ASV_12057_NA_NA_NA
ASV_12058;ASV_12058_Cyanobacteria_NA_NA
ASV_12059;ASV_12059_Proteobacteria_Mitochondria_NA
ASV_12060;ASV_12060_Bdellovibrionota_Oligoflexaceae_NA
ASV_12061;ASV_12061_Chloroflexi_NA_NA
ASV_12062;ASV_12062_Proteobacteria_Mitochondria_NA
ASV_12063;ASV_12063_Proteobacteria_NA_NA
ASV_12064;ASV_12064_Proteobacteria_Mitochondria_NA
ASV_12065;ASV_12065_Hydrogenedentes_Hydrogenedensaceae_NA
ASV_12066;ASV_12066_NA_NA_NA
ASV_12067;ASV_12067_NA_NA_NA
ASV_12068;ASV_12068_Proteobacteria_Mitochondria_NA
ASV_12069;ASV_12069_Acidobacteriota_NA_NA
ASV_12070;ASV_12070_Chloroflexi_AKYG1722_NA
ASV_12071;ASV_12071_Planctomycetota_NA_NA
ASV_12072;ASV_12072_Planctomycetota_NA_NA
ASV_12073;ASV_12073_Proteobacteria_Mitochondria_NA
ASV_12074;ASV_12074_NA_NA_NA
ASV_12075;ASV_12075_Chloroflexi_Anaerolineaceae_NA
ASV_12076;ASV_12076_Acidobacteriota_NA_NA
ASV_12077;ASV_12077_Proteobacteria_Francisellaceae_NA
ASV_12078;ASV_12078_Proteobacteria_Mitochondria_NA
ASV_12079;ASV_12079_Proteobacteria_Mitochondria_NA
ASV_12080;ASV_12080_NA_NA_NA
ASV_12081;ASV_12081_NA_NA_NA
ASV_12082;ASV_12082_Bacteroidota_NS9 marine group_NA
ASV_12083;ASV_12083_Proteobacteria_NA_NA
ASV_12084;ASV_12084_Proteobacteria_NA_NA
ASV_12085;ASV_12085_NA_NA_NA
ASV_12086;ASV_12086_Acidobacteriota_NA_NA
ASV_12087;ASV_12087_NA_NA_NA
ASV_12088;ASV_12088_Firmicutes_Entomoplasmatales Incertae Sedis_Candidatus Hepatoplasma
ASV_12089;ASV_12089_Bacteroidota_Cryomorphaceae_NA
ASV_12090;ASV_12090_Proteobacteria_NA_NA
ASV_12091;ASV_12091_NA_NA_NA
ASV_12092;ASV_12092_Proteobacteria_NA_NA
ASV_12093;ASV_12093_Planctomycetota_Pirellulaceae_NA
ASV_12094;ASV_12094_Bacteroidota_Saprospiraceae_NA
ASV_12095;ASV_12095_Proteobacteria_Mitochondria_NA
ASV_12096;ASV_12096_Cyanobacteria_NA_NA
ASV_12097;ASV_12097_Actinobacteriota_NA_NA
ASV_12098;ASV_12098_Proteobacteria_Mitochondria_NA
ASV_12099;ASV_12099_Proteobacteria_Mitochondria_NA
ASV_12100;ASV_12100_Proteobacteria_Mitochondria_NA
ASV_12101;ASV_12101_Proteobacteria_Mitochondria_NA
ASV_12102;ASV_12102_Proteobacteria_Mitochondria_NA
ASV_12103;ASV_12103_NA_NA_NA
ASV_12104;ASV_12104_NA_NA_NA
ASV_12105;ASV_12105_Proteobacteria_NA_NA
ASV_12106;ASV_12106_NA_NA_NA
ASV_12107;ASV_12107_Proteobacteria_NA_NA
ASV_12108;ASV_12108_Proteobacteria_Mitochondria_NA
ASV_12109;ASV_12109_Cyanobacteria_NA_NA
ASV_12110;ASV_12110_Proteobacteria_Mitochondria_NA
ASV_12111;ASV_12111_Proteobacteria_Mitochondria_NA
ASV_12112;ASV_12112_Proteobacteria_Mitochondria_NA
ASV_12113;ASV_12113_Proteobacteria_Mitochondria_NA
ASV_12114;ASV_12114_NA_NA_NA
ASV_12115;ASV_12115_Proteobacteria_Mitochondria_NA
ASV_12116;ASV_12116_Proteobacteria_Mitochondria_NA
ASV_12117;ASV_12117_Proteobacteria_Mitochondria_NA
ASV_12118;ASV_12118_NA_NA_NA
ASV_12119;ASV_12119_Bacteroidota_Cyclobacteriaceae_NA
ASV_12120;ASV_12120_NA_NA_NA
ASV_12121;ASV_12121_Proteobacteria_Mitochondria_NA
ASV_12122;ASV_12122_NA_NA_NA
ASV_12123;ASV_12123_Proteobacteria_Mitochondria_NA
ASV_12124;ASV_12124_Proteobacteria_Mitochondria_NA
ASV_12125;ASV_12125_NA_NA_NA
ASV_12126;ASV_12126_Proteobacteria_Mitochondria_NA
ASV_12127;ASV_12127_Proteobacteria_Mitochondria_NA
ASV_12128;ASV_12128_Proteobacteria_Mitochondria_NA
ASV_12129;ASV_12129_NA_NA_NA
ASV_12130;ASV_12130_Proteobacteria_Mitochondria_NA
ASV_12131;ASV_12131_NA_NA_NA
ASV_12132;ASV_12132_Proteobacteria_Mitochondria_NA
ASV_12133;ASV_12133_PAUC34f_NA_NA
ASV_12134;ASV_12134_Proteobacteria_Mitochondria_NA
ASV_12135;ASV_12135_Bacteroidota_Flavobacteriaceae_NA
ASV_12136;ASV_12136_NA_NA_NA
ASV_12137;ASV_12137_Proteobacteria_Mitochondria_NA
ASV_12138;ASV_12138_NA_NA_NA
ASV_12139;ASV_12139_NA_NA_NA
ASV_12140;ASV_12140_Proteobacteria_Mitochondria_NA
ASV_12141;ASV_12141_NA_NA_NA
ASV_12142;ASV_12142_NA_NA_NA
ASV_12143;ASV_12143_Proteobacteria_Mitochondria_NA
ASV_12144;ASV_12144_Proteobacteria_Mitochondria_NA
ASV_12145;ASV_12145_NA_NA_NA
ASV_12146;ASV_12146_NA_NA_NA
ASV_12147;ASV_12147_Verrucomicrobiota_Omnitrophaceae_Candidatus Omnitrophus
ASV_12148;ASV_12148_Planctomycetota_NA_NA
ASV_12149;ASV_12149_Patescibacteria_NA_NA
ASV_12150;ASV_12150_Verrucomicrobiota_Opitutaceae_Lacunisphaera
ASV_12151;ASV_12151_Acidobacteriota_NA_NA
ASV_12152;ASV_12152_NA_NA_NA
ASV_12153;ASV_12153_Verrucomicrobiota_Rubritaleaceae_Rubritalea
ASV_12154;ASV_12154_Proteobacteria_Mitochondria_NA
ASV_12155;ASV_12155_NA_NA_NA
ASV_12156;ASV_12156_Proteobacteria_Mitochondria_NA
ASV_12157;ASV_12157_Verrucomicrobiota_Chlamydiaceae_NA
ASV_12158;ASV_12158_Acidobacteriota_NA_NA
ASV_12159;ASV_12159_Planctomycetota_Pirellulaceae_Blastopirellula
ASV_12160;ASV_12160_Actinobacteriota_NA_NA
ASV_12161;ASV_12161_Proteobacteria_Morganellaceae_Arsenophonus
ASV_12162;ASV_12162_Proteobacteria_Holosporaceae_NA
ASV_12163;ASV_12163_Verrucomicrobiota_NA_NA
ASV_12164;ASV_12164_Marinimicrobia (SAR406 clade)_NA_NA
ASV_12165;ASV_12165_Proteobacteria_NA_NA
ASV_12166;ASV_12166_Planctomycetota_Phycisphaeraceae_SM1A02
ASV_12167;ASV_12167_Proteobacteria_Mitochondria_NA
ASV_12168;ASV_12168_NA_NA_NA
ASV_12169;ASV_12169_Firmicutes_NA_NA
ASV_12170;ASV_12170_NA_NA_NA
ASV_12171;ASV_12171_Proteobacteria_Halieaceae_Parahaliea
ASV_12172;ASV_12172_NA_NA_NA
ASV_12173;ASV_12173_Proteobacteria_NA_NA
ASV_12174;ASV_12174_Cyanobacteria_Cyanobacteriaceae_NA
ASV_12175;ASV_12175_NA_NA_NA
ASV_12176;ASV_12176_WPS-2_NA_NA
ASV_12177;ASV_12177_Planctomycetota_Gemmataceae_NA
ASV_12178;ASV_12178_Proteobacteria_Mitochondria_NA
ASV_12179;ASV_12179_NA_NA_NA
ASV_12180;ASV_12180_NA_NA_NA
ASV_12181;ASV_12181_Proteobacteria_Mitochondria_NA
ASV_12182;ASV_12182_NA_NA_NA
ASV_12183;ASV_12183_NA_NA_NA
ASV_12184;ASV_12184_NA_NA_NA
ASV_12185;ASV_12185_NA_NA_NA
ASV_12186;ASV_12186_Proteobacteria_Parvularculaceae_Parvularcula
ASV_12187;ASV_12187_Proteobacteria_Coxiellaceae_Coxiella
ASV_12188;ASV_12188_Chloroflexi_NA_NA
ASV_12189;ASV_12189_NA_NA_NA
ASV_12190;ASV_12190_NA_NA_NA
ASV_12191;ASV_12191_NA_NA_NA
ASV_12192;ASV_12192_Cyanobacteria_NA_NA
ASV_12193;ASV_12193_NA_NA_NA
ASV_12194;ASV_12194_NA_NA_NA
ASV_12195;ASV_12195_NA_NA_NA
ASV_12196;ASV_12196_NA_NA_NA
ASV_12197;ASV_12197_Proteobacteria_Mitochondria_NA
ASV_12198;ASV_12198_NA_NA_NA
ASV_12199;ASV_12199_NA_NA_NA
ASV_12200;ASV_12200_NA_NA_NA
ASV_12201;ASV_12201_NA_NA_NA
ASV_12202;ASV_12202_NA_NA_NA
ASV_12203;ASV_12203_NA_NA_NA
ASV_12204;ASV_12204_NA_NA_NA
ASV_12205;ASV_12205_NA_NA_NA
ASV_12206;ASV_12206_NA_NA_NA
ASV_12207;ASV_12207_NA_NA_NA
ASV_12208;ASV_12208_NA_NA_NA
ASV_12209;ASV_12209_NA_NA_NA
ASV_12210;ASV_12210_Proteobacteria_NA_NA
ASV_12211;ASV_12211_Bacteroidota_NS9 marine group_NA
ASV_12212;ASV_12212_NA_NA_NA
ASV_12213;ASV_12213_NA_NA_NA
ASV_12214;ASV_12214_NA_NA_NA
ASV_12215;ASV_12215_NA_NA_NA
ASV_12216;ASV_12216_NA_NA_NA
ASV_12217;ASV_12217_NA_NA_NA
ASV_12218;ASV_12218_NA_NA_NA
ASV_12219;ASV_12219_NA_NA_NA
ASV_12220;ASV_12220_NA_NA_NA
ASV_12221;ASV_12221_NA_NA_NA
ASV_12222;ASV_12222_NA_NA_NA
ASV_12223;ASV_12223_NA_NA_NA
ASV_12224;ASV_12224_NA_NA_NA
ASV_12225;ASV_12225_NA_NA_NA
ASV_12226;ASV_12226_NA_NA_NA
ASV_12227;ASV_12227_Proteobacteria_Mitochondria_NA
ASV_12228;ASV_12228_Entotheonellaeota_Entotheonellaceae_NA
ASV_12229;ASV_12229_NA_NA_NA
ASV_12230;ASV_12230_NA_NA_NA
ASV_12231;ASV_12231_NA_NA_NA
ASV_12232;ASV_12232_NA_NA_NA
ASV_12233;ASV_12233_Bacteroidota_Saprospiraceae_NA
ASV_12234;ASV_12234_Bacteroidota_Tannerellaceae_Parabacteroides
ASV_12235;ASV_12235_NA_NA_NA
ASV_12236;ASV_12236_Proteobacteria_Mitochondria_NA
ASV_12237;ASV_12237_NA_NA_NA
ASV_12238;ASV_12238_Proteobacteria_Mitochondria_NA
ASV_12239;ASV_12239_NA_NA_NA
ASV_12240;ASV_12240_NA_NA_NA
ASV_12241;ASV_12241_NA_NA_NA
ASV_12242;ASV_12242_Proteobacteria_Mitochondria_NA
ASV_12243;ASV_12243_NA_NA_NA
ASV_12244;ASV_12244_NA_NA_NA
ASV_12245;ASV_12245_NA_NA_NA
ASV_12246;ASV_12246_NA_NA_NA
ASV_12247;ASV_12247_NA_NA_NA
ASV_12248;ASV_12248_NA_NA_NA
ASV_12249;ASV_12249_Proteobacteria_Mitochondria_NA
ASV_12250;ASV_12250_NA_NA_NA
ASV_12251;ASV_12251_NA_NA_NA
ASV_12252;ASV_12252_NA_NA_NA
ASV_12253;ASV_12253_NA_NA_NA
ASV_12254;ASV_12254_Proteobacteria_Mitochondria_NA
ASV_12255;ASV_12255_NA_NA_NA
ASV_12256;ASV_12256_NA_NA_NA
ASV_12257;ASV_12257_NA_NA_NA
ASV_12258;ASV_12258_Proteobacteria_Mitochondria_NA
ASV_12259;ASV_12259_NA_NA_NA
ASV_12260;ASV_12260_NA_NA_NA
ASV_12261;ASV_12261_NA_NA_NA
ASV_12262;ASV_12262_NA_NA_NA
ASV_12263;ASV_12263_Proteobacteria_Mitochondria_NA
ASV_12264;ASV_12264_Proteobacteria_Mitochondria_NA
ASV_12265;ASV_12265_NA_NA_NA
ASV_12266;ASV_12266_NA_NA_NA
ASV_12267;ASV_12267_NA_NA_NA
ASV_12268;ASV_12268_NA_NA_NA
ASV_12269;ASV_12269_Proteobacteria_Mitochondria_NA
ASV_12270;ASV_12270_NA_NA_NA
ASV_12271;ASV_12271_NA_NA_NA
ASV_12272;ASV_12272_NA_NA_NA
ASV_12273;ASV_12273_NA_NA_NA
ASV_12274;ASV_12274_NA_NA_NA
ASV_12275;ASV_12275_NA_NA_NA
ASV_12276;ASV_12276_NA_NA_NA
ASV_12277;ASV_12277_Proteobacteria_NA_NA
ASV_12278;ASV_12278_NA_NA_NA
ASV_12279;ASV_12279_Proteobacteria_Mitochondria_NA
ASV_12280;ASV_12280_NA_NA_NA
ASV_12281;ASV_12281_NA_NA_NA
ASV_12282;ASV_12282_NA_NA_NA
ASV_12283;ASV_12283_NA_NA_NA
ASV_12284;ASV_12284_Planctomycetota_NA_NA
ASV_12285;ASV_12285_NA_NA_NA
ASV_12286;ASV_12286_Proteobacteria_Mitochondria_NA
ASV_12287;ASV_12287_NA_NA_NA
ASV_12288;ASV_12288_NA_NA_NA
ASV_12289;ASV_12289_Proteobacteria_Mitochondria_NA
ASV_12290;ASV_12290_Proteobacteria_Mitochondria_NA
ASV_12291;ASV_12291_NA_NA_NA
ASV_12292;ASV_12292_NA_NA_NA
ASV_12293;ASV_12293_NA_NA_NA
ASV_12294;ASV_12294_Myxococcota_Myxococcaceae_P3OB-42
ASV_12295;ASV_12295_NA_NA_NA
ASV_12296;ASV_12296_Proteobacteria_Mitochondria_NA
ASV_12297;ASV_12297_Proteobacteria_NA_NA
ASV_12298;ASV_12298_Proteobacteria_Mitochondria_NA
ASV_12299;ASV_12299_NA_NA_NA
ASV_12300;ASV_12300_NA_NA_NA
ASV_12301;ASV_12301_NA_NA_NA
ASV_12302;ASV_12302_NA_NA_NA
ASV_12303;ASV_12303_Proteobacteria_Mitochondria_NA
ASV_12304;ASV_12304_NA_NA_NA
ASV_12305;ASV_12305_NA_NA_NA
ASV_12306;ASV_12306_NA_NA_NA
ASV_12307;ASV_12307_NA_NA_NA
ASV_12308;ASV_12308_NA_NA_NA
ASV_12309;ASV_12309_NA_NA_NA
ASV_12310;ASV_12310_NA_NA_NA
ASV_12311;ASV_12311_Proteobacteria_Mitochondria_NA
ASV_12312;ASV_12312_NA_NA_NA
ASV_12313;ASV_12313_NA_NA_NA
ASV_12314;ASV_12314_NA_NA_NA
ASV_12315;ASV_12315_Proteobacteria_Mitochondria_NA
ASV_12316;ASV_12316_Proteobacteria_Mitochondria_NA
ASV_12317;ASV_12317_NA_NA_NA
ASV_12318;ASV_12318_Proteobacteria_Mitochondria_NA
ASV_12319;ASV_12319_NA_NA_NA
ASV_12320;ASV_12320_NA_NA_NA
ASV_12321;ASV_12321_NA_NA_NA
ASV_12322;ASV_12322_NA_NA_NA
ASV_12323;ASV_12323_NA_NA_NA
ASV_12324;ASV_12324_NA_NA_NA
ASV_12325;ASV_12325_NA_NA_NA
ASV_12326;ASV_12326_NA_NA_NA
ASV_12327;ASV_12327_NA_NA_NA
ASV_12328;ASV_12328_NA_NA_NA
ASV_12329;ASV_12329_NA_NA_NA
ASV_12330;ASV_12330_Proteobacteria_NA_NA
ASV_12331;ASV_12331_NA_NA_NA
ASV_12332;ASV_12332_Planctomycetota_Phycisphaeraceae_Phycisphaera
ASV_12333;ASV_12333_Proteobacteria_Mitochondria_NA
ASV_12334;ASV_12334_Acidobacteriota_Thermoanaerobaculaceae_Subgroup 10
ASV_12335;ASV_12335_Proteobacteria_Clade III_NA
ASV_12336;ASV_12336_Bacteroidota_NA_NA
ASV_12337;ASV_12337_Proteobacteria_Alteromonadaceae_Aestuariibacter
ASV_12338;ASV_12338_Bacteroidota_NA_NA
ASV_12339;ASV_12339_Hydrogenedentes_Hydrogenedensaceae_NA
ASV_12340;ASV_12340_NA_NA_NA
ASV_12341;ASV_12341_NA_NA_NA
