;364_203.22013_58.08;366_151.03313_60.77;1606_241.99908_60.98;1601_218.98167_61.22;1604_182.95986_61.23;370_154.13169_62.52;371_145.16729_62.84;372_168.1479_63.46;1611_185.95768_66.68;1613_169.98359_67.8;1614_162.01821_67.68;1615_235.16304_67.96;378_180.00438_68.96;1625_190.04718_68.03;380_143.07916_69.46;1624_198.08495_69.22;1632_179.00245_69.58;1640_140.03628_69.5;1645_146.11527_69.93;1668_184.0651_69.63;1619_168.06684_69.51;1626_187.10489_69.52;1634_162.11089_69.35;1638_155.07952_69.96;1659_144.09935_70.83;1660_190.10454_70.07;1648_176.12525_71.18;1649_200.11988_71.6;1653_212.10215_71.84;1679_196.07246_71.6;1680_170.11511_71.61;1698_174.11287_71.3;1664_185.08854_71.26;1666_204.12147_71.58;1686_241.15237_72.64;1654_199.10465_72.11;1713_201.08432_75.17;402_204.13031_89.27;1717_176.12565_89.24;1722_206.13452_89.11;1716_199.10457_89.13;1731_268.1032_89.91;1735_154.05885_89.32;1734_136.05966_90.88;1750_137.04436_94.87;1752_241.15223_94.47;1753_148.11271_97.63;1754_152.05471_98.37;1757_201.08427_103.37;1760_218.13531_103.75;413_254.16062_105.79;1766_136.04902_108.81;415_189.09992_109.32;1769_160.07509_115.28;1773_212.08909_122.86;418_177.09981_123.6;423_367.14706_131.15;1779_166.08435_140.44;428_177.09945_169.36;437_243.1679_250.96;439_133.07411_252.24;1827_188.06824_252.44;442_230.20851_254.34;447_227.17278_268.07;1839_206.04277_275.93;450_193.09308_285.18;454_144.07941_287.22;1849_188.06838_303.97;1850_247.14195_304.15;467_334.14902_324.25;468_316.20948_330.36;473_287.23111_342.45;479_201.13422_350.97;503_234.99398_365.57;513_173.10377_382.22;553_205.07665_434.84;556_207.07459_435.5;558_325.05386_437.97;561_1020.95076_445.78;565_816.56357_446.61;570_1020.20166_447.52;593_1014.69279_462.37;599_1013.19041_463.43;620_1007.68216_479.87;625_1343.57179_481.65;632_174.18259_485.52;633_218.20877_485.54;639_264.01555_489.03;1884_569.04746_504.2;655_328.13833_505.28;677_271.02398_521.86;1888_539.0388_522.08;1890_541.03354_523.3;701_179.02513_565.88;710_209.11453_575.28;714_1214.26845_580.73;1904_234.22096_580.58;721_608.29114_581.69;726_228.22168_590.51;1912_234.22148_602.44;732_1379.64686_615.29;737_615.30077_616.12;767_243.24532_647.52;1939_561.50676_660.38;788_209.11475_663.55;820_274.27219_699.53;843_698.26951_744.54;847_230.24538_748.61;1980_522.29567_790.19;1983_482.24702_809.77;885_258.2772_838.75;1991_542.31997_846.88;2007_502.28847_877.11;2013_685.33428_884.07;2022_544.33574_897.56;2025_280.26107_901.53;2031_570.35324_908.5;2034_296.25595_912.22;912_286.3087_924.94;2041_897.53246_927.29;916_226.2135_931.49;2054_496.33453_941.01;2071_522.35108_967.83;2083_482.35506_987.63;953_1057.5688_1015.74;954_278.24578_1015.91;2100_228.22982_1015.27;962_443.34761_1023.55;2106_496.37124_1030.26;972_329.20945_1034.55;975_540.39813_1035.94;2112_254.2473_1044.75;2114_238.22241_1044.74;2118_534.35213_1051.55;2120_254.24524_1060;2127_510.3875_1069.92;2126_524.36706_1070.53;2131_242.2454_1074.03;1018_210.18185_1078.78;1019_165.16176_1078.78;1021_179.17593_1078.79;2132_280.26335_1078.77;2147_280.26224_1092.33;1038_268.26225_1098.97;1039_269.26482_1099.24;2155_1059.58428_1101.2;2156_280.26179_1102.9;2169_256.26104_1118.22;1052_539.38398_1121.25;2174_345.23995_1126.32;2180_256.26355_1129.93;1059_257.26346_1131.3;1062_681.4495_1135.36;1063_268.26181_1137.12;2193_593.39834_1142.55;2202_549.37115_1145.7;2203_505.34513_1148.11;1083_248.24319_1149.83;2213_563.55152_1150.38;1096_212.1974_1150.74;1101_283.2835_1150.83;1104_285.28632_1151;2225_282.27977_1164.14;2232_270.27801_1167.37;1122_308.2922_1174.1;2244_270.27745_1183.18;1142_694.44723_1198.07;1147_296.29296_1199.34;1149_297.29503_1199.71;1187_559.88725_1217.32;1214_284.29457_1233.12;1220_838.58772_1236.82;1221_837.58678_1236.88;1223_793.56_1240.39;1233_749.53318_1243.69;2323_310.31029_1243.8;1245_705.50761_1246.95;1248_661.48128_1250.2;1250_662.48547_1250.62;1255_617.45706_1253.47;1257_573.42982_1256.36;2336_310.30884_1256.43;2343_529.40283_1259.39;2348_485.37577_1262.03;1397_598.8996_1305.8;1477_821.591_1327.95;1484_777.56465_1330.88;1485_778.56682_1330.9;1489_733.54019_1333.77;2505_689.51418_1336.65;1494_640.53264_1339.57;2519_645.48851_1339.54;2518_646.49167_1340.12;2524_601.46238_1342.59;1498_557.43608_1345.13;2539_513.40891_1347.58;1499_469.38106_1349.61
108_Conorete.pourtalesi;1.42E-03;1.4897331;24.647229;10.621823;1.8630505;2.93E-03;0.004589809;0.004081855;0.253480009;1.037964907;3.351609107;0.005946183;0.061417191;0.004239408;0.148279578;0.434101022;0.8170753;1.480170574;0.004056229;0.127500331;5.96E-04;4.13E-02;0.5373254;0.62823871;0.097162416;0.007170861;0.44431932;0.569748402;0.267486771;2.56E+00;0.09912334;0.28888934;6.71E-02;1.278432012;0.00254987;4.03E-02;0.002274324;6.87E-04;2.64E-02;0.170932093;3.31E-02;2.91E-02;0.001154374;0.010943758;0.074376277;8.70E-04;0.006667128;0.028377698;0.002474905;0.49893311;8.08E-01;0.002151573;0.001338906;6.78E-04;1.69E-03;6.50E-04;0.057935865;0.239474165;0.011445564;1.15E-03;0.183218254;0.095909636;0.050228197;0.18055146;7.95E+01;0.0006505;3.25E-03;3.77E-02;6.60E-04;0.003262946;0.161655207;0.020306099;8.92E-03;1.30E-03;1.196127293;6.95347006;0.266201151;1.20E-02;0.11064637;0.007129957;0.016701277;0.003080493;9.47E-04;1.18E-03;0.05869904;0.063832281;0.37470674;0.001910801;2.00E-03;7.97E-04;6.31E-04;2.05E-03;1.63E-02;2.441849552;1.74283819;0.05083109;0.04312953;6.69E-04;2.90E-03;0.005946752;0.3889747;5.59E-03;4.06E-03;0.12616273;0.69621711;0.219776813;0.06650522;9.7820222;0.002378973;0.002536526;6.22E+00;0.800968376;0.110841941;0.293012004;0.863671318;4.1276426;0.000789483;2.369617587;3.61E+00;0.008462119;1.7638686;0.081347798;0.05420033;0.383699954;5.87E-03;4.6675952;13.848937;0.11585845;2.78E-03;1.23E-01;0.004464889;44.36599;0.5116681;0.002329357;2.5244342;2.68E-03;1.789051698;2.6753881;0.797373;0.9068289;0.938695;36.2134;20.789166;10.946396;1.7959592;0.006230786;10.178173;2.482635;0.003929788;8.59E-03;111.09181;14.162336;0.5798926;2.0786456;1.5515364;3.0121525;3.829339;1.1472821;40.14629;1.5323442;125.23472;0.7915718;143.44093;11.036657;1.1022975;2.7828924;0.59089484;3.191953;0.6647708;0.67033369;68.99769;0.355003787;1.093737468;1.414638;1.0108107;39.59992;1.6360209;1.3906455;0.4342144;1.412982;1.5445038;10.954071;1.3173112;0.9378186;1.238894304;0.7362888;1.9370097;1.3643171;4.254467;6.680127;2.5500472;7.238942;2.1193064;7.125665;9.621089;11.557765;6.2604967
111_Heterotella;7.03E-04;0.4348164;11.260683;4.433315;0.5087971;1.46E-03;0.002278522;0.002026358;0.002039048;0.328138842;0.001798786;0.014759336;0.039834071;0.002104572;0.04144396;0.005558228;0.745565;0.001151219;0.241253799;0.009299689;2.96E-04;4.00E-04;0.2618104;0.05429151;0.168931742;0.003559835;0.02394455;0.045983694;0.021265662;9.50E-04;0.21238443;0.09878513;2.48E-02;0.123816408;0.009033961;5.98E-02;0.001129044;3.41E-04;3.68E-04;0.006485221;2.36E-02;4.04E-01;0.000573067;0.216166042;0.046672398;2.16E-03;0.003309767;0.408069118;0.001228619;0.078326493;3.36E-02;0.001068107;0.000664674;3.37E-04;8.37E-04;3.23E-04;0.000386593;1.131197379;0.005681929;5.69E-04;0.693277867;0.189806253;0.313147195;0.218113495;6.46E-04;0.000322928;3.22E-04;5.32E-04;3.27E-04;0.001619827;0.381068827;0.01008057;8.85E-04;6.46E-04;3.718659602;29.36431248;1.160034346;5.94E-03;0.05492825;0.003539529;0.008291026;0.001529251;4.70E-04;5.87E-04;0.02914;0.022789666;0.12288648;0.00094858;9.91E-04;3.96E-04;3.13E-04;1.02E-03;2.01E-02;8.778515538;0.41511343;0.02523411;0.02141082;3.32E-04;1.44E-03;0.00295215;0.193099;2.77E-03;2.02E-03;0.06263105;0.07704594;0.13289378;0.03301523;31.2566864;0.001180995;0.001259209;1.64E+01;0.005134159;0.000459349;0.06306974;0.213514504;2.5733113;0.000391923;3.299896461;1.01E+01;0.000486637;0.7814043;0.030759128;0.342210499;4.100167368;2.91E-03;2.5777081;8.556807;0.05751569;9.66E-01;2.23E-02;0.002216508;29.82503;0.2463946;0.001156364;2.8670638;1.33E-03;0.476020128;1.8110615;0.8698268;0.5855658;1.3433693;22.63555;26.421134;5.810365;0.8881459;0.003093153;16.099184;1.837812;0.129352033;4.26E-03;107.22649;0.5153823;0.2227799;1.0946372;1.1201274;1.4271887;1.74444;1.176281;39.19229;1.8681792;63.09898;0.4934148;218.11744;7.335704;2.3721743;2.598643;1.95135586;2.799975;0.5249611;0.53244795;98.84678;0.285517179;0.822066863;0.8757359;1.0153976;79.18215;0.7419174;0.9678093;0.2587526;0.7617688;0.7742421;29.914077;0.7445319;0.9937027;0.756547487;0.7952064;1.8596067;0.6966814;3.673171;5.873835;1.5768205;6.913333;2.052782;9.191656;11.398474;14.178636;8.6034275
405_Dictyoplax.lecus;3.45E-03;2.3537624;53.775433;26.141137;2.8766973;7.15E-03;0.01118916;0.009950856;1.062142753;5.267210112;0.008833316;0.014495763;0.006359976;0.010334941;0.109091047;0.476556532;1.6402339;0.005653301;0.065366295;0.977300872;1.45E-03;4.66E-01;1.6154998;5.42803818;0.078174556;0.278841715;1.89493856;0.734525853;0.827419969;4.67E-03;1.6063177;2.43144857;3.70E-01;1.607101047;0.006216142;1.58E-01;0.005544407;1.68E-03;1.83E-01;0.082849717;2.14E-03;2.37E-03;0.002814164;0.005013037;0.382089621;3.93E-02;0.016253302;0.149418591;0.00603339;0.151995201;6.39E-01;0.005245162;0.003264022;1.65E-03;4.11E-03;1.59E-03;0.001898444;0.289420873;0.027902301;2.79E-03;0.234011095;0.593948762;0.011837712;0.002456884;3.17E-03;0.001585807;1.32E-02;2.61E-03;1.93E-02;0.007954498;0.017937604;0.049502752;4.35E-03;3.17E-03;0.383394686;2.070293;0.126924464;2.92E-02;0.26973667;0.017381599;0.040714819;0.007509707;2.31E-03;2.88E-03;0.1430981;0.093031575;0.54709304;0.004658202;4.86E-03;1.94E-03;1.54E-03;5.01E-03;2.13E-03;0.170748467;6.60882768;0.12391738;0.10514232;1.63E-03;7.06E-03;0.014497151;0.9482529;1.36E-02;9.90E-03;0.30756288;1.71668978;0.296457168;0.1621282;1.8904028;0.005799524;0.00618361;7.86E-01;5.229635685;0.002255731;1.421942713;4.633803315;0.6673283;0.001924622;0.111354549;4.19E-01;0.002389735;2.3572208;3.253816776;3.288267647;0.65936441;1.43E-02;4.8521717;16.665653;0.28244283;6.77E-03;2.17E-03;0.010884626;64.31416;0.6121166;0.00567857;2.1953005;6.54E-03;20.20076369;3.7611193;0.5327952;1.1202197;1.4754963;40.54571;22.455144;14.145257;2.0274596;0.015189576;3.844528;2.99244;1.014571394;2.09E-02;88.63813;12.3553861;0.5857748;1.5938469;4.5363948;5.97423;8.777024;2.5033458;44.75812;2.7197709;119.10041;1.155135;103.27478;16.495087;1.2429569;3.1573481;1.16031214;4.728023;1.1341249;0.84496745;58.76593;1.477497106;1.544047967;3.7432923;3.7743221;36.83922;3.2018728;4.1511612;0.9768371;2.5929946;2.6632722;9.768819;3.0673306;2.8444085;3.185317749;1.458681;4.4255577;2.0560355;8.208505;11.509046;3.0352569;11.842637;3.3170385;10.887583;9.91357;8.221187;4.3929443
406_Dictyoplax.lecus.;2.12E-03;1.7460205;41.28115;17.036689;2.2279504;2.19E-02;0.006860581;0.006101321;0.900637012;4.008721001;0.005416107;0.095591752;0.251577606;0.006336821;1.227374605;0.016735706;6.0459767;0.003466295;2.082034948;0.028001165;8.90E-04;1.84E-01;2.5942215;0.40477892;1.2175368;0.649937066;1.43904792;0.561412323;0.055244078;2.86E-03;2.37097849;0.80471242;9.43E-02;1.061239993;0.003811398;4.20E-02;0.062126447;6.31E-03;5.55E-03;0.010245623;7.33E-03;7.44E-01;0.033744987;0.194149952;0.001862436;6.16E-02;0.009965636;0.279356687;0.253640518;0.08778789;2.06E-03;0.003216046;0.00200132;1.01E-03;2.52E-03;9.72E-04;0.001164022;0.26754361;0.017108165;1.71E-03;0.158626548;0.002759262;0.001164022;0.238870904;1.94E-03;0.00097233;9.70E-04;1.60E-03;5.27E-03;0.004877263;0.072441206;0.03035238;2.16E-02;1.29E-01;0.082019878;0.891975;0.002081546;1.79E-02;0.16538777;0.010657446;0.0249641;0.004604542;1.42E-03;1.77E-03;0.08773993;0.112637391;0.33460845;0.002856155;1.06E-01;3.02E-02;1.73E-01;3.24E+00;2.41E+00;0.001847909;0.52416541;0.07597936;0.06446752;1.00E-03;4.33E-03;0.00888886;0.5814168;8.35E-03;6.07E-03;0.18858074;0.0990626;0.176008337;0.09940814;0.4925121;0.065346341;0.003791451;1.09E-01;0.961506347;0.001383091;0.045463979;1.024789695;1.3885293;0.001180073;0.264099083;2.40E-02;0.001465255;2.538588;0.218901017;0.256313557;1.437975036;8.77E-03;6.2396693;19.177309;0.17317849;3.68E-01;1.44E+00;0.006673857;73.97429;0.7696302;0.003481788;3.3642274;4.01E-03;8.910670927;4.1224703;0.6778499;1.2179816;1.0481498;45.93945;21.972;16.060997;2.0356402;0.009313417;4.571845;4.851138;0.134847196;1.28E-02;95.6734;15.1074418;0.9099691;2.7529524;2.3522914;3.4854601;4.96658;1.9274921;55.6716;1.8390953;161.62097;1.2445929;117.92522;19.96506;1.8841261;3.4561433;0.04251279;6.271301;1.1801292;0.38180436;61.80702;0.49465903;1.624154662;1.4768365;2.033893;34.75789;2.0337097;2.0362548;0.8133294;1.7062694;1.1903619;7.059323;1.7106409;1.7395161;2.666989907;0.985997;3.043843;1.0556444;5.091282;7.907838;1.6385973;7.838199;2.2859076;6.75323;6.669383;5.516231;2.7209595
408_Dictyoplax.lecus;2.34E-03;1.9780539;49.56818;19.710985;1.6219301;1.46E-01;0.007574331;0.033680402;0.727111248;4.414643975;0.377743129;0.156738329;0.004305289;0.006996081;0.002721437;1.696843106;1.7101217;0.232853214;0.695289432;1.239932759;2.00E-01;3.27E-01;1.7765694;5.71509219;0.168494012;0.626863745;6.13578367;0.60193767;2.137122948;3.16E-03;1.76692108;2.94392851;4.02E-01;1.820078024;0.174559293;3.01E-01;0.003753202;1.13E-03;2.33E-01;0.135933158;4.25E-02;4.31E-01;0.001905006;0.240648669;1.10840975;5.09E-02;0.011002425;0.60833326;0.004084211;0.278728956;5.26E-01;0.003550633;0.00220953;1.12E-03;2.78E-03;1.07E-03;0.001285123;2.248353533;0.018888038;1.89E-03;0.044127942;0.570153706;0.021778501;1.058247137;2.15E-03;0.001073488;4.41E-02;1.47E-01;3.14E-01;0.005384676;0.114371053;0.033510134;2.94E-03;2.15E-03;0.235847597;1.73288341;0.002298102;9.48E-01;0.18259413;0.011766208;0.027561277;0.005083582;1.56E-03;1.95E-03;0.09686808;0.233761073;0.56704926;0.003153299;3.29E-03;1.32E-03;1.04E-03;3.39E-03;1.44E-03;0.033411043;1.56569925;0.08388398;0.07117449;1.10E-03;4.78E-03;0.009813626;3.2095269;1.73E+01;6.70E-03;2.53322674;0.57935545;0.060597338;0.10975022;0.2092749;0.003925899;0.0041859;3.11E-02;3.395652142;0.001526983;0.328353965;3.481279853;0.6776581;0.001302843;0.00318651;1.42E-03;0.001617695;2.5238403;3.097531597;1.782180002;0.786810668;9.69E-03;1.7264233;15.974516;0.19119537;4.94E-01;1.47E-03;0.007368182;49.65537;0.4687091;0.003844021;3.5011397;5.75E-01;17.00224222;2.9694867;0.598949;0.8567781;1.1151351;51.36119;18.36916;13.0667;1.6303295;0.010282352;5.754619;3.844082;0.96434903;1.42E-02;99.19086;12.5227081;1.4060351;2.7909328;3.143316;4.7939403;7.154246;1.9114933;47.34119;2.2519038;130.95744;1.0774977;130.80442;14.832071;1.3201257;3.4115214;1.04945232;4.055401;0.6999961;0.48269511;52.07282;1.183091506;1.414226212;2.5535156;3.1673472;29.01122;3.1653498;2.9153529;1.1581221;2.8141003;2.5138009;5.799877;2.0765279;1.9852182;1.998298855;1.7139647;3.6274968;1.2972268;5.64217;9.476948;1.9459977;9.936751;2.6977967;7.718652;7.826842;6.143401;3.0816184
410_Verrucocoeloidea.liberatorii;2.86E-01;1.9646412;26.986965;11.623218;1.8140332;4.34E-03;0.006782925;0.006032259;0.583716991;5.047197358;0.005354801;0.44670593;0.723947615;1.634957542;0.830675219;0.016546271;16.1286255;0.003427059;3.356097939;0.027684215;5.05E-01;2.51E-01;3.6708211;1.2405409;3.194729516;0.783773799;2.08234369;0.682353559;0.005625884;2.83E-03;3.29649932;2.03400434;3.16E-01;2.650931191;0.003768256;1.38E-01;0.003361047;4.49E-01;1.30E-01;0.00202593;1.14E-02;2.34E-01;0.001705961;0.056225299;0.125743745;3.46E-02;0.009852833;0.136545655;0.003657471;0.148301413;1.06E-02;0.02070774;0.001978666;1.00E-03;2.49E-03;9.61E-04;0.202779253;1.914958219;0.016914514;1.69E-03;0.345287664;0.537700099;0.011711555;0.837064537;1.92E-03;0.000961324;9.59E-04;1.58E-03;2.24E-02;0.004822056;0.174578002;0.030008816;2.64E-03;1.92E-03;0.506233939;3.83820283;0.230575854;1.77E-02;0.16351572;0.010536812;0.024681527;0.004552422;1.40E-03;1.75E-03;0.08674678;0.177223647;0.87534391;0.002823825;2.95E-03;1.18E-03;2.85E-02;3.04E-03;1.29E-03;0.099185881;5.54022683;0.07511933;0.0637378;9.88E-04;4.28E-03;0.008788245;0.5748357;8.26E-03;6.00E-03;0.18644616;2.27766276;0.395734799;0.09828293;0.2926728;0.0035157;0.003748535;5.78E-02;2.985623984;0.001367436;1.158818335;8.401181845;1.8371884;0.115549755;0.870446269;1.27E-03;0.001448669;1.3729368;4.351190273;6.04123452;2.534641765;8.67E-03;3.7413596;13.305503;0.17121826;9.39E-01;1.31E-03;0.006598315;43.89176;0.5975152;0.003442377;3.5899985;3.97E-03;1.957392687;2.4858285;0.4623861;1.319136;0.8708618;36.06261;14.969139;11.679639;1.8013135;0.009207997;8.008645;3.087128;0.843608003;1.27E-02;108.97833;13.9119032;2.039093;2.2047405;3.5617068;4.1943098;7.679472;1.7154214;35.47125;2.4536271;148.50908;0.9279734;150.17611;13.053468;1.3187458;2.9537269;1.24873505;3.564403;0.5936395;0.86466488;68.92307;0.691649777;1.646185374;2.9522577;3.2615076;32.17863;3.7779672;3.370622;1.1231105;2.2878072;1.9793032;9.348807;2.5204725;2.4695111;2.96780197;1.3245011;2.4784071;1.872079;6.69279;9.122849;2.4085005;9.221136;2.8956939;7.97692;7.953956;6.580362;3.5259132
411_Heterotella.pomponae.corbicula;3.22E-03;2.0511983;43.650534;18.791733;2.1267698;6.67E-03;0.010429017;0.009274838;0.817453017;4.966187634;0.008233219;1.368752753;0.110491181;0.00963283;0.101441574;0.025440552;5.5597864;0.005269241;1.788289895;0.042565584;1.35E-03;4.34E-01;2.8077263;0.88477534;1.695566968;0.595508317;0.3666441;0.457480923;0.008650022;4.35E-03;1.25668233;1.09124239;2.65E-03;2.156891471;0.005793844;1.01E-01;0.005167744;1.56E-03;1.69E-03;0.019020687;9.98E-03;1.73E-01;0.002622982;0.05898477;0.024895723;1.98E-03;0.015149124;0.006200736;0.005623507;0.84810026;3.13E-03;0.004888829;0.003042278;1.54E-03;3.83E-03;1.48E-03;0.001769472;0.292609435;0.026006741;2.60E-03;0.216179628;0.14927469;0.044296236;0.002289974;2.96E-03;0.001478074;1.48E-03;2.44E-03;1.51E-01;0.007414104;0.021762854;0.046139751;4.05E-03;2.96E-03;0.204657714;1.93631124;0.063677734;2.72E-02;0.25141194;0.016200769;0.037948832;0.00699953;2.15E-03;2.69E-03;0.13337664;0.079276706;0.42894976;0.004341744;4.53E-03;1.81E-03;1.43E-03;4.67E-03;1.98E-03;0.002809074;4.55128705;0.11549897;0.09799941;1.52E-03;6.58E-03;0.013512278;0.8838328;7.72E-02;9.23E-03;0.2866684;1.0825308;0.217632669;0.15111392;3.3947431;0.005405529;0.005763522;1.76E+00;0.214212086;0.002102487;0.920122159;3.934222812;3.1580354;0.001793871;0.290545842;8.88E-01;0.002227387;2.0582229;0.405350931;0.464365452;2.748107798;1.33E-02;4.6473693;19.184853;0.2632549;5.41E-01;2.02E-03;0.010145172;56.25847;0.7099096;0.005292792;2.258;8.20E-02;2.578611533;3.4109521;0.4114748;1.2872634;0.8994669;50.96733;22.457409;14.338945;2.1368305;0.014157663;4.2954;4.630881;0.976897542;1.95E-02;110.4236;14.7022188;1.533545;2.531237;4.0077844;4.0210359;8.112316;1.9475889;48.68055;2.380136;145.28408;0.950605;112.4558;14.699568;1.2177654;3.381965;1.75716331;4.81356;0.828418;0.93582937;57.58176;1.04403791;1.790796055;3.2473724;3.8164554;31.36041;3.3809311;2.115777;1.460215;2.704521;2.5804101;5.909632;2.062503;2.8215105;1.703191469;1.2944086;4.7962271;1.6986554;6.117909;11.526424;1.5851156;12.168547;3.5967492;9.414975;9.100286;8.133866;3.4684173
412_Heterotella.pomponae.corbicula;2.46E-03;1.5592011;37.937076;20.596613;3.2785581;5.10E-03;0.007971655;0.007089433;0.584560385;2.826979189;0.031466239;0.210853928;0.135934153;0.007363072;0.200506429;0.019446062;4.9207572;0.004027663;2.517998005;0.032535968;1.03E-03;1.08E-01;2.0069577;2.20105397;1.140517238;0.330127382;0.84633859;0.414818912;0.064505789;3.32E-03;1.78052322;2.54206856;5.86E-01;1.044032945;0.004428656;2.02E-01;0.003950082;3.15E-02;1.36E-01;0.154291192;8.73E-02;1.56E-01;0.002004936;0.017857553;0.002164058;5.67E-02;0.011579576;0.023698364;0.004298455;1.37290248;2.39E-03;0.003736887;0.002325434;1.18E-03;2.93E-03;1.13E-03;0.001352536;0.153471963;0.019878841;1.99E-03;0.382997344;0.003206126;0.234008002;0.021129027;2.26E-03;0.001129799;4.68E-02;1.86E-03;1.15E-03;0.005667138;0.190306263;0.035267963;3.10E-03;2.26E-03;0.671645895;2.52101218;0.104762994;2.08E-02;0.19217241;0.012383425;0.029007049;0.00535025;9.71E-03;2.05E-03;0.10194945;0.265904016;0.56010682;0.00331871;3.47E-03;1.38E-03;1.10E-03;3.57E-03;2.11E-02;0.002147179;3.62112841;0.08828426;0.07490807;1.16E-03;5.03E-03;0.010328416;0.6755776;9.70E-03;7.06E-03;0.21912149;1.12822097;0.099583172;0.11550735;0.2127504;0.004131839;0.004405479;1.34E-01;1.037348048;0.476740306;0.698813115;3.677742798;2.3939783;0.001371186;0.289175888;7.48E-03;0.001702554;2.2405249;0.341661893;0.573588486;1.903528765;1.02E-02;5.7212933;19.882711;0.20122484;4.22E-01;1.54E-03;0.007754692;63.21216;0.5450048;0.004045666;4.1516297;4.66E-03;3.643312371;3.4198432;0.4400323;1.1991228;1.2969993;47.75505;18.875905;12.989595;1.7640409;0.01082173;8.803575;3.512254;0.364327573;1.49E-02;117.15618;14.2228457;0.8258347;2.9339199;2.8088467;3.707028;4.882213;1.5517438;45.02806;2.4022564;121.52334;1.1104436;158.23148;14.487382;1.545328;3.6853175;1.10373457;4.450936;0.8118311;0.32899448;67.86497;0.414094142;1.499320109;1.717587;2.7136963;33.45577;2.3772725;2.2677389;0.7328672;1.3735193;2.0311807;9.666935;2.0017388;1.0915385;1.667021985;0.9462634;3.325325;1.0361659;5.623277;7.046023;2.1876491;7.908204;2.2239678;6.409198;6.36083;6.133044;2.9409822
413_Dictyoplax.lecus;3.07E-03;2.7137885;68.371891;28.541728;2.2823288;6.35E-03;0.009935295;0.008835757;0.563834472;1.325720597;0.007843449;0.012871358;0.005647273;0.009176801;0.003569725;0.342744907;0.393498;0.005019789;0.052291006;0.882396268;1.29E-03;8.90E-02;1.1327035;4.96799584;0.118862202;0.015522349;1.14378311;0.377047645;0.655290185;4.14E-03;0.82017724;2.06965407;3.02E-01;1.059055415;0.005519557;1.33E-03;0.004923097;1.49E-03;1.15E-02;0.040680112;2.01E-02;2.10E-03;0.002498807;0.004451273;0.013485627;1.88E-03;0.014431947;0.04385615;0.005357284;0.00198318;1.96E-01;0.004657386;0.002898253;1.47E-03;3.65E-03;1.41E-03;0.001685703;0.292892528;0.024775551;2.48E-03;0.049635614;0.003995884;0.001685703;0.002181564;2.82E-03;0.0014081;1.41E-03;2.32E-03;1.43E-03;0.007063112;0.082306393;0.043955441;3.86E-03;2.82E-03;0.085166226;1.25397633;0.003014434;2.59E-02;0.2395098;0.015433805;0.03615229;0.006668164;2.05E-03;2.56E-03;0.12706243;0.16643199;1.2256213;0.004136201;4.32E-03;1.73E-03;1.37E-03;4.45E-03;1.89E-03;0.002676089;2.44324587;0.11003112;0.09336;1.45E-03;6.27E-03;0.012872591;0.8419911;1.21E-02;8.79E-03;0.27309718;0.96136931;0.262512566;0.14396001;4.8696198;0.005149625;0.00549067;1.91E+00;1.061837185;0.002002952;0.59252312;1.188936114;2.4432163;0.001708947;0.022920388;1.10E+00;0.00212194;2.3735768;0.180759448;0.190408226;0.345352266;1.27E-02;5.7437993;20.502058;0.2507921;6.01E-03;1.92E-03;0.009664888;68.45513;0.4328677;0.005042225;2.7070302;5.81E-03;4.943665136;3.7634971;0.8272743;1.3286829;1.9145895;49.16371;22.256756;15.532236;2.5022978;0.013487422;6.336356;4.933905;0.138273291;1.86E-02;91.3242;13.6526455;1.3011322;2.5027092;4.0749011;5.7654656;7.957525;2.5269563;37.94698;2.6862943;135.09051;0.9136103;111.31184;17.980336;2.043409;4.1076646;0.0615658;4.831247;0.6595824;0.04786939;53.94226;0.477367782;2.398448935;2.9448046;3.8672667;31.24726;3.5902695;3.7265677;1.222233;2.8750448;2.577616;5.948899;3.610753;1.9477331;3.835804001;1.7579082;4.6195869;1.2441674;7.460426;10.838464;2.9451514;11.243687;2.6995929;9.795604;8.838995;7.713417;4.1520721
