Feature_name;Group;364_203.22013_58.08;366_151.03313_60.77;1606_241.99908_60.98;1601_218.98167_61.22;1604_182.95986_61.23;370_154.13169_62.52;371_145.16729_62.84;372_168.1479_63.46;1611_185.95768_66.68;1613_169.98359_67.8;1614_162.01821_67.68;1615_235.16304_67.96;378_180.00438_68.96;1625_190.04718_68.03;380_143.07916_69.46;1624_198.08495_69.22;1632_179.00245_69.58;1640_140.03628_69.5;1645_146.11527_69.93;1668_184.0651_69.63;1619_168.06684_69.51;1626_187.10489_69.52;1634_162.11089_69.35;1638_155.07952_69.96;1659_144.09935_70.83;1660_190.10454_70.07;1648_176.12525_71.18;1649_200.11988_71.6;1653_212.10215_71.84;1679_196.07246_71.6;1680_170.11511_71.61;1698_174.11287_71.3;1664_185.08854_71.26;1666_204.12147_71.58;1686_241.15237_72.64;1654_199.10465_72.11;1713_201.08432_75.17;402_204.13031_89.27;1717_176.12565_89.24;1722_206.13452_89.11;1716_199.10457_89.13;1731_268.1032_89.91;1735_154.05885_89.32;1734_136.05966_90.88;1750_137.04436_94.87;1752_241.15223_94.47;1753_148.11271_97.63;1754_152.05471_98.37;1757_201.08427_103.37;1760_218.13531_103.75;413_254.16062_105.79;1766_136.04902_108.81;415_189.09992_109.32;1769_160.07509_115.28;1773_212.08909_122.86;418_177.09981_123.6;423_367.14706_131.15;1779_166.08435_140.44;428_177.09945_169.36;437_243.1679_250.96;439_133.07411_252.24;1827_188.06824_252.44;442_230.20851_254.34;447_227.17278_268.07;1839_206.04277_275.93;450_193.09308_285.18;454_144.07941_287.22;1849_188.06838_303.97;1850_247.14195_304.15;467_334.14902_324.25;468_316.20948_330.36;473_287.23111_342.45;479_201.13422_350.97;503_234.99398_365.57;513_173.10377_382.22;553_205.07665_434.84;556_207.07459_435.5;558_325.05386_437.97;561_1020.95076_445.78;565_816.56357_446.61;570_1020.20166_447.52;593_1014.69279_462.37;599_1013.19041_463.43;620_1007.68216_479.87;625_1343.57179_481.65;632_174.18259_485.52;633_218.20877_485.54;639_264.01555_489.03;1884_569.04746_504.2;655_328.13833_505.28;677_271.02398_521.86;1888_539.0388_522.08;1890_541.03354_523.3;701_179.02513_565.88;710_209.11453_575.28;714_1214.26845_580.73;1904_234.22096_580.58;721_608.29114_581.69;726_228.22168_590.51;1912_234.22148_602.44;732_1379.64686_615.29;737_615.30077_616.12;767_243.24532_647.52;1939_561.50676_660.38;788_209.11475_663.55;820_274.27219_699.53;843_698.26951_744.54;847_230.24538_748.61;1980_522.29567_790.19;1983_482.24702_809.77;885_258.2772_838.75;1991_542.31997_846.88;2007_502.28847_877.11;2013_685.33428_884.07;2022_544.33574_897.56;2025_280.26107_901.53;2031_570.35324_908.5;2034_296.25595_912.22;912_286.3087_924.94;2041_897.53246_927.29;916_226.2135_931.49;2054_496.33453_941.01;2071_522.35108_967.83;2083_482.35506_987.63;953_1057.5688_1015.74;954_278.24578_1015.91;2100_228.22982_1015.27;962_443.34761_1023.55;2106_496.37124_1030.26;972_329.20945_1034.55;975_540.39813_1035.94;2112_254.2473_1044.75;2114_238.22241_1044.74;2118_534.35213_1051.55;2120_254.24524_1060;2127_510.3875_1069.92;2126_524.36706_1070.53;2131_242.2454_1074.03;1018_210.18185_1078.78;1019_165.16176_1078.78;1021_179.17593_1078.79;2132_280.26335_1078.77;2147_280.26224_1092.33;1038_268.26225_1098.97;1039_269.26482_1099.24;2155_1059.58428_1101.2;2156_280.26179_1102.9;2169_256.26104_1118.22;1052_539.38398_1121.25;2174_345.23995_1126.32;2180_256.26355_1129.93;1059_257.26346_1131.3;1062_681.4495_1135.36;1063_268.26181_1137.12;2193_593.39834_1142.55;2202_549.37115_1145.7;2203_505.34513_1148.11;1083_248.24319_1149.83;2213_563.55152_1150.38;1096_212.1974_1150.74;1101_283.2835_1150.83;1104_285.28632_1151;2225_282.27977_1164.14;2232_270.27801_1167.37;1122_308.2922_1174.1;2244_270.27745_1183.18;1142_694.44723_1198.07;1147_296.29296_1199.34;1149_297.29503_1199.71;1187_559.88725_1217.32;1214_284.29457_1233.12;1220_838.58772_1236.82;1221_837.58678_1236.88;1223_793.56_1240.39;1233_749.53318_1243.69;2323_310.31029_1243.8;1245_705.50761_1246.95;1248_661.48128_1250.2;1250_662.48547_1250.62;1255_617.45706_1253.47;1257_573.42982_1256.36;2336_310.30884_1256.43;2343_529.40283_1259.39;2348_485.37577_1262.03;1397_598.8996_1305.8;1477_821.591_1327.95;1484_777.56465_1330.88;1485_778.56682_1330.9;1489_733.54019_1333.77;2505_689.51418_1336.65;1494_640.53264_1339.57;2519_645.48851_1339.54;2518_646.49167_1340.12;2524_601.46238_1342.59;1498_557.43608_1345.13;2539_513.40891_1347.58;1499_469.38106_1349.61
441_Geodia.curacaocensis;3.Lower rariphotic;0;15901.42871;290142.2188;135300.1719;22526.64258;0;0;0;16499.25;18290.44531;4187.556641;3524.617188;5123.209961;31588.35938;0;287927.5;65109.71094;3763.66333;323074.0313;15314.62988;30275.375;8181.392578;49442.42578;6990.695801;34532.96094;24283.10352;42156.53125;11925.13672;18908.41016;250914.0156;14779.92285;14258.75391;5848.865723;31602.26758;0;0;0;0;0;1204.518188;36528.85156;129384.0625;2866.421387;36379.89063;78656.89844;5368.808105;0;57751.6875;0;13655.85645;7954.874023;0;0;0;0;0;2417.647217;6179.251953;0;0;1643.712769;0;1512.349121;18456.63867;0;239.8448486;0;0;1564.794189;0;6424.0625;0;0;0;4907.046875;40630.71094;2086.164063;0;0;0;0;0;0;0;0;3164.758057;3113.73584;0;0;0;0;0;0;2619.677979;51098.58594;0;0;0;0;0;0;0;0;0;21556.3457;4389.274414;0;3595.758301;0;0;1650.615845;1346.480103;0;13688.41699;0;21908.98047;0;6622.691406;0;3122.468018;23961.14063;517.5153809;3162.512207;91556.21875;0;65278.86719;220243.5313;0;788318.375;466.9067383;0;883062.8125;9099.359375;0;35949.18359;571068.0625;0;49544.55859;7657.995605;13157.84863;14184.44727;586815.8125;261183;149369.375;20114.86523;0;60608.63281;31651.00586;20142.99805;0;1174536.25;146367.5;11941.75781;35429.41016;51810.95703;74446.78906;101462.1719;28143.89453;569267.125;34124.67578;1712080.375;19902.45898;1310667.375;200634.1563;26214.20313;46087.61719;15597.38281;60983.41406;13113.30664;11675.45117;855232.4375;10789.28613;31049.70117;46506.70703;52956.94141;484607.5938;33423.05078;45988.6875;12270.7793;27789.53906;33071.12891;104844.3906;34315.63672;29984.36328;61846.51563;15058.18262;58756.72266;17405.51758;90756.21875;120378.125;37416.80078;130265.6016;36980.63672;122016.4844;112748.4844;90076.19531;35540.29688
442_Dactylocalyx.pumiceus;3.Lower rariphotic;0;18491.5293;461190.4063;253211.0625;38538.07813;420.7837524;0;0;10839.75293;27493.38281;51778.41406;15744.16016;30876.14648;0;6200.179688;2142.53125;260970.5;20838.73047;25782.44141;0;0;676.5281982;17339.98047;11134.52539;60998.11328;11580.84082;7676.054199;7045.82959;1018.390808;0;24730.82813;18813.625;211.2167816;17635.99414;0;1152.577759;0;0;421.644043;0;935.9884644;35503.48438;0;7805.519043;22266.92773;1924.606323;0;11289.23145;0;3688.660889;0;0;0;0;0;0;1509.688843;564.9226074;0;0;3808.129395;4904.830566;1718.620239;2526.258789;0;0;0;1313.413208;2697.336914;0;2915.123291;10530.5127;0;0;8545.322266;58877.60547;2458.606689;2481.11499;0;0;0;0;153.2372437;0;0;5771.868164;14060.83984;0;0;0;0;0;0;495.3271484;55233.83984;0;0;0;0;0;0;0;0;0;20683.49609;4969.330566;0;3869.732666;0;59575.71484;2116.456787;189431.1094;42279.82031;18130.36523;218585.8594;42608.60547;14016.04883;11662.93652;0;1604.150635;32269.21094;25586.48633;81629.03906;187973.3125;0;102721.9141;281948.9688;0;11335.31152;879.7063599;0;905807.8125;6676.158203;43563.21094;68894.50781;1246.289063;36077.85156;59447.41797;9822.111328;18981.03125;13479.59277;724940.25;301623.6875;222008.9375;42638.29297;0;88886.40625;59509.4375;6924.186523;0;1893686.375;241559.2031;19154.87109;39882.79297;39775.07031;65377.64063;92621.03906;26893.93555;792619.8125;37833.47266;2683345.5;16724.41602;2482563.75;232899.4219;25109.64648;51448.48047;17918.3125;68947.16406;13886.70508;11877.96777;1138575.5;15378.31543;23929.01172;33527.11719;26048.21094;516220.6875;42778.49609;35756.32813;12663.22949;25566.35547;38789.69141;158501.6094;35636.01563;31229.81055;36543.15234;18508.22656;53388.79688;18027.35156;99678.46094;125063.5469;37331.92969;131147.8281;41411.00781;116340.4219;104945.7656;89258.08594;41407.39453
443_Dactylocalyx.pumiceus..;3.Lower rariphotic;0;15856.08789;351890;164499.875;19284.46289;0;0;0;16689.08203;51553.99609;39548.30078;38540.16797;15900.13477;0;3148.949463;0;348988.6563;17428.98828;37851.26563;0;0;3198.640381;34655.58594;12125.16797;81801.08594;28965.50781;13700.51563;2877.731934;2737.877441;708.3233643;42546.04297;21279.01172;1532.56543;16167.25391;284.4423218;759.8973999;0;9924.723633;678.4569702;533.5449829;2387.59375;15376.98242;0;4199.560059;10928.50977;3565.975342;0;12663.52734;831.3688965;4323.589355;0;0;0;0;0;0;1864.598022;1355.02478;0;0;2217.891357;20826.42773;794.4358521;1506.524048;0;77.66992188;0;2970.459717;7339.371582;0;2745.0896;22644.28125;0;334.3546143;12573.66992;66945.24219;2746.246826;0;0;0;0;0;0;0;0;2158.497314;5094.319336;0;0;0;1383.45752;19784.60352;15870.12207;10367.1377;27899.35352;0;0;74.60400391;0;0;0;0;0;0;9680.135742;3910.595703;0;20623.0918;0;12713.90137;8761.943359;119300.7813;46996.92969;3343.1875;87823.79688;28250.57813;45460.11719;0;2996.96167;784.1464844;22169.90234;35341.78906;84328.14063;145349.8125;0;65838.07813;216511.7656;0;0;0;0;826052.4375;9686.181641;73296.10156;35926.69531;0;43311.44531;46719.53906;10178.29492;14650.11426;13176.96582;530318.6875;323587.375;172870.6719;26196.64063;0;100518.0156;44452.38281;8443.563477;0;1208520.875;202923.75;16821.35938;30094.91406;31991.17383;63162.86719;82726.57813;23127.58594;649329.125;28881.92383;1501773.5;21209.58984;1743499.125;206025.5313;14827.20605;47260.55078;7782.788574;62682.46875;15272.98535;5729.375977;853342.8125;7016.099609;25135.69922;37190.61719;31109.05664;624692.8125;26062.83789;36989.09375;10288.87305;29675.84766;22257.97266;151992.0313;28021.07227;19958.48438;24256.83008;24160.88281;46780.44531;15454.54688;60456.40625;105815.3984;25757.66211;99439.95313;30596.50391;100050.9141;92180.38281;71852.51563;37268.89453
444_Dactylocalyx.pumiceus;2.Upper rariphotic;0;15980.67871;411086.7813;162838.1719;24655.67578;0;0;0;7579.907227;32871.35156;49863.33203;29656.88672;12700.94531;0;7574.376465;0;331871.6563;26485.78516;27716.91602;0;772.0217896;4375.483398;41386.58594;5953.44043;48095.8125;17598.27734;23283.74219;6623.391602;5034.657715;0;51229.57422;21513.89453;0;10735.57324;1436.028809;198.2671356;0;8176.861328;1489.186279;0;210.726059;18424.36914;0;2352.131104;37754.73828;1940.597534;0;18240.89258;0;9706.682617;620.9915161;0;0;0;0;0;872.8370361;4001.823242;0;0;1141.353516;2091.01709;1171.079712;2948.25415;0;0;2599.704834;1827.588379;2998.456055;0;1998.543213;15759.06543;539.711792;0;8513.282227;53785.96094;1686.211548;0;0;0;0;0;440.0913086;819.3355713;0;869.1955566;7046.606934;0;0;0;0;0;0;3981.376709;16179.92773;0;0;0;0;0;0;0;0;0;6546.635742;3670.164795;0;5324.436523;0;28512.93555;3337.255371;134133.875;15404.2793;1955.301147;218233.7344;14893.38086;2822.182861;3294.563721;1013.975708;434.4957581;28257.35938;20168.6875;57752.50391;270704.9063;0;79187.25;293528;0;17121.78711;0;0;853162.5;11432.30176;1017.973633;54280.08203;1488.332031;50888.59375;54657.50391;7346.836914;16585.14258;21297.65625;723280.6875;299317.4063;224584.6406;27493.42578;0;122537.8438;60636.08203;7501.643555;0;1658065.125;211444.5469;16564.95313;38024.07422;43001.01563;66736.39844;73421.01563;23172.74414;680083.625;38080.29297;2548256.5;18755.10156;2076323.25;225201.5938;22001.06836;49024.38672;10578.75391;60681.09375;12214.91406;9350.996094;797054.375;10278.19141;27661.24609;35923.875;47975.22656;428014.8125;44913.51172;42854.73047;14313.59473;36544.94922;33772.39063;91389.4375;29653.30664;32347.11523;36757.07031;16908.32617;48942.92188;16384.88477;100496.9375;119904.3594;39171.35938;144595.7188;39390.39063;120897.6953;110742.5625;102904.3906;48950.19922
445_Dactylocalyx.pumiceus;2.Upper rariphotic;0;22208.6582;372372.6875;165638.9688;25253.06641;0;0;0;5158.432129;25417.18945;34000.44141;32627.00195;20056.71875;0;2248.082764;0;361855.5;23862.70117;17765.50781;0;307.4963989;1023.133606;27547.97266;2926.539307;33993;8233.667969;10066.83398;2513.278809;0;0;27776.38477;8194.803711;163.359375;12078.65918;0;100.980423;0;0;703.0109863;388.4165039;864.4343872;11265.5625;0;1692.187744;29430.73047;0;0;4143.320801;0;2220.735352;0;0;0;0;0;0;436.7243042;2518.25415;0;0;314.3562012;6797.786621;0;2611.423584;0;0;0;565.2387085;107.3135376;0;1127.865723;10751.81641;0;0;3295.209961;26750.9082;2877.017822;0;0;0;0;0;0;131.8344727;0;1469.157104;3706.901367;0;0;0;0;0;0;759.3422852;57222.67969;0;0;0;0;0;0;0;0;0;17908.40039;1373.518799;0;15695.18457;0;36665.62109;7569.026855;111711.8516;12014.05859;15241.6084;158164.625;14143.96582;1945.753052;3641.907227;4554.33252;0;34645.08984;10514.12793;59451.21484;148605.8438;0;104738.1172;341481.875;0;24066.96094;0;0;1134424.625;10613.43945;0;57538.77344;0;22586.83398;67801.20313;12899.11523;27591.19727;23309.92578;1027591;383016.125;272376.3125;35529.19531;0;137489.4375;74737.85156;3241.41626;0;2165742.5;257044.625;13242.72363;61444.92969;44753.60156;55527.56641;93204.51563;45432.35156;922895.5;45425.4375;2842647;18296.14258;2212221;292695.8438;25235.37891;65120.61719;17680.80859;76784.23438;14623.79492;6474.336426;883745.5;6709.081543;18019.57227;34272.32422;38017.31641;528339.5625;35429.70703;45061.87891;12002.46191;35116.10547;26648.16602;92909.45313;30187.36523;25114.33203;31038.62305;6870.147949;46440.72656;14668.55664;78774.49219;100101.1406;27749.29883;109143.7656;36287.55078;94377.22656;93290.67969;89781.64063;31636.26953
447_Verrucocoeloidea.liberatorii;3.Lower rariphotic;0;16023.49902;561579.25;256180.3281;46007.89453;0;0;0;13192.73828;106511.7422;21858.88672;0;493.1249084;0;7304.873535;16737.79883;32975.46875;13763.22168;0;12258.79688;0;2325.396484;12947.80762;127937.4219;3723.735596;8330.770508;17417.09766;8790.696289;56206.49219;0;0;20934.91992;4024.301758;150218.6094;0;3232.818604;2892.283203;154743.5625;1692.481934;4035.121338;1202.440186;4611.525391;2299.116455;1887.415894;22776.29102;0;0;17046.25977;20901.15039;3742.741699;3715.381104;2150.717041;0;806.9873047;0;0;233.681488;10764.69043;0;0;9948.389648;0;3300.317139;0;2329.217529;0;0;0;361.3343506;0;4753.415039;0;0;14077.11914;15336.19531;77049.00781;3971.826172;0;0;0;0;0;0;0;0;2123.860596;5012.432129;1193.745239;70052.8125;8554.790039;38240.15625;421733.875;310115.75;6275.636719;70899.25781;0;0;0;0;0;0;0;0;0;18185.37305;3597.494385;0;16134.69922;0;282.9537048;8881.862305;61500.47656;4283.802734;12093.70703;54311.15234;13955.60156;1742.455811;0;8211.875;0;37095.09766;31347.97656;31053.27539;16959.39453;0;96998.32031;295920.5313;0;0;99.13134766;0;920305.875;11372.22363;3631.510742;68523.13281;0;122996.9219;62260.35547;7504.301758;21631.62305;23033.25781;848827.125;444290.5625;252358.6875;36654.40625;0;131181.4844;74212.86719;9854.626953;0;2038647.625;257758.1563;7159.100098;45844.79688;45189.21094;65383.64063;75693.25781;37528.49609;903674.4375;43428.78906;2375246.25;13846.68457;2789154.5;266222.0938;25866.66992;65912.46094;15657.73633;91317.83594;14542.22363;7953.711426;1290820.75;8533.713867;22228.82227;38296.5;45496.33203;808457.9375;49438.14063;32550.86523;4253.231445;34629.01563;35317.48047;180912.1719;34488.62109;28744.07617;33276.77734;22255.10156;51814.73828;17207.10742;90815.76563;114153.0469;29532.08594;119690.1094;31530.74219;110085.5078;102308.6094;96821.57813;35063.95313
448_Verrucocoeloidea.liberatorii;3.Lower rariphotic;0;20686.10938;533392.8125;299548.5313;28074.05469;0;0;0;19220.23047;40816.96875;6588.404297;0;5537.262207;0;568602.5;27804.12305;59612.40625;6710.428711;9017.416992;15535.51953;0;4362.018555;42744.34375;471370.25;0;13526.69629;48221.8125;14099.56641;56429.69922;0;8999.405273;53408.18359;1579.776978;1216.114136;0;0;175346.7188;434347.0625;3538.022217;9601.179688;209.0914459;64019.41797;142146.5625;14118.63184;9212.770508;3550.249512;0;13370.48145;879054.1875;4053.689941;5626.471191;78585.28125;36295.03906;476651.6563;209.0898743;56731.64844;9087.870117;25619.52734;0;0;10010.75586;205.9220734;4656.197754;21702.48047;7911.600586;0;9724.337891;0;283.6488647;0;7984.098145;0;0;1122644.5;35496.35547;225476.1563;8696.4375;0;0;0;0;0;0;0;0;1938.428711;6063.136719;0;984773.8125;1103367.75;1260328.75;9226503;0;20318.61523;194847.2969;0;0;0;0;0;0;0;0;0;42626.625;4185.044922;0;26124.87305;0;0;18777.46875;47573.86719;5169.75;19840.23242;67907.48438;28973.81836;94064.38281;5038.455566;6937.258789;0;36841.51953;53595.38672;29324.41406;172981.1563;0;88514.24219;312107.9375;0;0;0;0;964626;7574.095215;0;60958.85156;573.9628906;240630.0781;62293.30078;17597.39063;38966.92188;24522.9043;778471.3125;362661.7813;214271.8125;32578.58008;0;213606.5469;49753.85938;15250.85352;0;2115121.25;364164.5938;19657.26563;45235.33594;30847.63672;67947.50781;98634.5;25958.82031;816221.875;31401.23242;2601287.25;16254.10547;3292347.75;245144.5625;26110.08594;56245.96484;26655.04297;66111.95313;9950.561523;15216.25098;1327822.375;16511.17188;23736.7832;42777.99609;49395.28516;953220.1875;49776.10547;36118.57031;10007.47852;36626.27344;35264.0625;219317.1719;34658.67969;32391.16992;43769.74609;18832.78516;60302.85547;19501.35352;101935.2266;137191.6719;53023.85156;130797.0156;40510.92969;111778.0078;111201.9453;106615.1563;47045.37109
449_Verrucocoeloidea.liberatorii;3.Lower rariphotic;0;19663.19531;609637.5625;260309.7969;27218.27734;0;0;0;31295.26758;57771.3125;25285.91211;3989.46167;2111.419922;0;6164.322266;19664.24805;47768.25391;11473.59668;0;9785.922852;6725.318359;2488.470459;4542.240234;134167.5781;76697.97656;2344.705811;9324.621094;12795.72656;70220.85938;0;1017.53363;23364.68164;1404.76709;107892.7109;488.8395386;2491.719482;4559.623535;173927.9063;1042.837891;8637.919922;225.861557;16503.16602;3434.994629;2206.288574;51772.64063;844.7763672;0;35501.22266;29650.33789;7925.037109;5760.691406;4079.730957;197.5905762;1589.799438;188.048584;0;257.5447998;47570.12109;0;0;10059.38379;74260.71094;3271.393066;18279.43945;7803.543457;0;239.2302399;0;0;0;6682.299805;0;0;13039.76074;24262.82227;155552.2813;6280.396484;0;0;0;0;0;0;394.2570801;0;245.8689728;4503.00293;1866.520752;91216.11719;12454.27148;0;702357.5625;502365.7813;17699.19531;49763.97266;0;0;111.3950195;0;0;0;0;0;0;17248.03906;3689.415283;0;310771.375;0;0;86052.91406;56491.30078;387.0662842;8736.176758;51607.49609;84035.42188;9148.756836;25556.63086;38596.94922;0;27980.13086;169747.5938;105660.2969;76122.96094;0;72190.03125;273026.6563;0;0;0;0;1066157.25;7139.890625;8077.185059;53504.97656;2388.817383;449417.4375;65341.41016;18135.14844;16387.22852;18782.86328;689830.875;488173.75;222808.2344;30868.78516;0;167304.3438;72224.53906;27644.11328;0;2001425.25;257500.8438;14418.32813;45469.08203;47985.46484;66035.92188;86855.5625;32429.73047;912660.4375;32179.66992;1811657.5;13074.27344;2810156;262889.25;25017.37305;59161.54297;23685.66406;73679.54688;15805.60938;8217.452148;1453899.75;4944.38623;26644.33789;41548.01563;41970.92578;898780.25;29094.4668;34753.17188;14235.37793;35699.32031;28952.50195;313976.0938;25630.54688;31494.98242;28685.43359;18954.42969;49546.1875;18687.28516;96277.33594;125065.6484;34194.27344;129128.2344;33917.67969;106767.4609;104237.8047;90912.45313;36060.97266
450_Verrucocoeloidea.liberatorii;3.Lower rariphotic;0;26574.90625;576493.75;300306.0313;30833.75;0;2015.196777;582.3363647;9614.542969;87973.5625;29066.18164;0;0;0;4104.64209;22327.23438;37295.91406;9593.173828;2740.421387;14279.56055;4723.5625;8637.510742;13981.07031;526197.6875;1653.700439;32112.55273;142682.7031;22136.66992;50100.625;36768.19531;2098.985107;39651.37109;167407.7969;208980.4063;3810.977051;70778.48438;3754.5979;279508.75;48266.51172;10856.39063;33560.74219;7865.283691;2814.06665;2425.549561;11516.07227;9073.427734;0;6004.890137;20657.95898;11338.09863;20069.18945;715.3008423;0;215.5556793;268.5761719;0;1893.526489;2382.786133;0;0;7047.187012;0;3854.411377;3009.143066;5829.554199;0;0;1333.139893;973.2855225;0;5758.53418;0;0;12646.62402;20511.8418;126704.7109;5373.384277;1333.946777;0;0;0;0;0;0;0;4865.98877;9505.336914;1557.832153;30271.36133;7015.684082;53933.41016;552583.25;409974;25996.99414;24033.82031;0;0;0;0;0;0;1851.683594;0;0;11233.18262;6805.073242;11136.0752;3868.515381;14197.64648;0;1896.749512;132747.625;0;3693.605225;112263.4063;29386.07617;0;4120.637207;0;740.7866211;19154.93945;4809.946289;5164.529785;36982.37109;0;47282.75781;170855.4375;0;0;99971.70313;0;614648.75;5576.495605;0;35430.23828;0;403984.6875;36332.91406;10507.14453;13480.88086;7420.309082;448475.5313;283805.5938;114478.8828;20480.7793;0;106125.5703;45305.35547;30214.49023;45555.375;1218899.75;187827.9844;31153.95117;22265.48047;60764.76953;80605.02344;123499.8984;19601.74805;479561.5;23864.28711;1244843.125;10845.82031;1740539.625;155708.3906;12179.43359;34842.45313;14361.21387;49778.63281;6801.929199;0;1003803.688;15232.36035;40264.08984;47386.88672;49611.01563;673401.25;53608.73438;50562.09766;14165.74512;43259.60547;44528.41797;163769.75;37527.33594;41687.44141;30009.27539;28149.65039;70617.875;22738.35156;120998.2344;162219.0313;35887.39453;156442.5156;48612.01953;141185.2656;126070.4063;114624.5078;56322.89844
451_Cyrtaulon.sigsbeei.or.Verrucocoeloidea.liberatorii;3.Lower rariphotic;0;18195.77344;420252.3125;137294.4219;17169.75;0;0;0;10028.65332;73883.64844;0;0;6954.040527;0;408043.7188;18675.58008;91271.75;0;13874.72461;2846.887939;0;4253.277832;61343.69141;394608.3438;0;5996.054688;66357.4375;0;32358.20703;0;8072.297363;67179.75781;4391.879395;47708.58594;0;0;186149.7969;58988.69141;0;4369.911133;0;27546.05078;105641.4844;0;0;0;0;4557.814453;936054.6875;3755.412109;0;45479.64063;118980.7266;831378.25;0;85276.27344;4110.318359;15205.87012;1276.771973;0;11512.56641;7649.310547;4949.910645;0;4170.238281;0;13496.66113;0;476.5806885;363.9871826;6739.404297;0;343.5693359;1158016.75;32321.18555;176409.1094;11256.89648;0;0;0;0;0;0;0;0;988.5846558;8443.72168;135999.4531;1090378.25;538410.5625;1406979.875;10700000;0;39484.78906;41227.14063;0;0;0;0;0;0;0;0;0;8151.928711;3499.617676;0;12759.08008;0;0;9738.079102;4480.856445;8292.260742;3872.253418;3268.064209;23773.81836;22835.22461;4147.349121;8873.557617;109.3510742;37924.59766;18166.17773;1192.392578;93364.75;0;99611.73438;287906.4375;0;4135.592773;0;0;1118012.25;10719.15625;0;68275.00781;0;41763.16797;63365.05078;8932.710938;18966.07813;17240.46484;884275.625;400256.625;251937.3281;35562.35938;0;188218.4063;53259.33984;1411.626831;0;2126482.75;262471.5313;12870.75586;50376.22266;23823.07617;31594.99023;64623.00781;36133.71094;938174;34992.92188;2977009.75;20414.41992;3057655.75;277213.9063;31719.32422;63689.58594;0;78599.27344;14987.68848;4337.730957;1293178.125;5080.78418;0;18734.63281;31964.83594;810301.3125;28729.12891;32976.57813;9703.271484;23895.52539;15521.47949;213992.125;18465.43164;24824.04297;17180.52539;16462.60938;46075.48828;13882.2207;71555.72656;102023.3906;36310.89844;91949.85938;26828.08203;79159.66406;71230.5625;71736.1875;31262.40234
452_Conorete.pourtalesi;3.Lower rariphotic;0;16602.47266;497623.8438;210798.1719;32271.48633;0;0;0;5948.337402;44656.08594;86117.44531;0;2370.833984;0;41668.44531;9948.21582;20241.33203;67676.89063;1759.028198;10431.31445;764.9651489;2756.422852;26628.11719;73027.80469;0;5112.268066;15108.11621;41290.83203;12586.9834;109054.2734;5575.842773;20830.12891;2983.009521;43139.07813;8641.261719;296.538208;62034.92969;24295.07227;234.8488464;4079.445068;296.3820496;40435.17188;15833.13965;10890.23145;7725.44873;8336.757813;0;4346.404297;280732.875;15755.46973;5209.795898;17966.61719;14654.32129;64493.58594;0;0;158.5078125;13514.54004;0;0;11480.26465;15289.4082;2629.112305;2926.633545;1279562.875;851.1157837;1177.399292;0;0;2789.910645;10760.01855;0;0;171683.6563;43024.60547;243445.2656;12184.47852;0;0;0;0;0;0;0;0;0;8944.161133;11014.46973;475112.75;24740.01367;625835.4375;3924054.25;2858366;35066.07422;67035.60938;0;0;0;0;0;0;0;0;0;26819.36328;7736.171875;0;277620.3438;0;0;137897.9063;30776.71484;28573.08203;14830.69629;51973.65234;25933.79883;848.861145;9579.527344;73632.73438;4987.162109;39345.16406;7354.97998;3315.770264;60229.66797;0;110166.8516;326376.3125;0;1722.28418;0;0;1161613.375;8671.667969;0;75813.95313;0;120546.5078;69219.91406;13481.65234;23416.31641;20905.35742;881773.4375;561815.5625;270130.25;36090.08203;0;296101.6563;55622.59375;3210.144531;0;2570360.5;357616.875;17459.10547;51484.60547;46974.03516;64587.47656;83541.72656;35105.38672;1183411.75;39387.66406;3256341.75;19515.39453;3581222.25;292639.5938;33352.875;78772.32031;10366.91406;85209.42969;16353.15723;10562.2334;1820630.375;9873.610352;24168.59375;35295.04688;37830.17188;1343182.625;40205.71484;37056.60547;12836.42969;38807.83203;28981.875;352961.3438;31903.40234;25613.27148;32737.82031;11119.58398;49907.15625;16069.23145;86366.82031;112489.4297;28329.05273;120008.9141;33284.65625;102800.75;98497.36719;92828.14063;41475.58984
